Team,Date,Score,Score adjusted,Score with region multiplier
G2 Esports,7/27/2024 16:00,9.789552232,39.83236266,61421.50322
G2 Esports,7/27/2024 16:52,13.05358983,43.09640026,66454.6492
G2 Esports,7/27/2024 17:47,-4.289902567,25.75290786,39710.98392
paiN Gaming,7/27/2024 18:00,51.99005393,82.03286436,52008.836
T1,7/28/2024 6:06,17.22431563,47.26712606,88531.32711
T1,7/28/2024 7:16,13.80475067,43.8475611,82126.48194
Fukuoka SoftBank HAWKS gaming,7/28/2024 9:12,14.93981819,44.98262862,38820.0085
LNG Esports,7/28/2024 9:16,1.630331715,31.67314215,57835.15756
GAM Esports,7/28/2024 9:55,9.486189721,39.52900015,33164.83113
Fukuoka SoftBank HAWKS gaming,7/28/2024 10:04,0.333710611,30.37652104,26214.93766
LNG Esports,7/28/2024 10:23,15.0767292,45.11953963,82388.27936
GAM Esports,7/28/2024 10:54,18.28492648,48.32773691,40546.97127
Fukuoka SoftBank HAWKS gaming,7/28/2024 11:03,21.11637862,51.15918905,44150.38015
Weibo Gaming,7/28/2024 11:17,17.33653745,47.37934788,86514.68923
LNG Esports,7/28/2024 11:18,10.70126574,40.74407617,74398.68309
PSG Talon,7/28/2024 11:30,27.93596565,57.97877608,50035.68376
Weibo Gaming,7/28/2024 12:04,13.24356911,43.28637954,79040.92904
PSG Talon,7/28/2024 12:26,19.58619234,49.62900277,42829.82939
Fnatic,7/28/2024 15:11,-3.562338656,26.48047177,40832.88748
G2 Esports,7/28/2024 15:11,4.663901469,34.7067119,53517.74975
Fnatic,7/28/2024 16:04,-2.067960785,27.97484965,43137.21815
G2 Esports,7/28/2024 16:04,12.53874174,42.58155217,65660.75345
Fnatic,7/28/2024 16:59,-3.770997057,26.27181337,40511.13622
G2 Esports,7/28/2024 16:59,2.488883395,32.53169383,50163.87188
paiN Gaming,7/28/2024 17:19,28.28600691,58.32881734,36980.47019
FlyQuest,7/28/2024 20:07,-8.725951799,21.31685863,31676.85193
100 Thieves,7/28/2024 20:07,15.27145278,45.31426321,67336.99513
FlyQuest,7/28/2024 20:56,21.4788531,51.52166353,76561.19201
100 Thieves,7/28/2024 20:56,-19.02559421,11.01721622,16371.5833
100 Thieves,7/28/2024 21:43,-21.45504602,8.58776441,12761.41791
FlyQuest,7/28/2024 21:43,26.81893365,56.86174408,84496.5517
Team Liquid,7/28/2024 22:31,19.66586778,49.70867821,73867.09582
Team Liquid,7/28/2024 23:12,24.60021622,54.64302665,81199.5376
Bilibili Gaming,7/30/2024 11:15,23.89695134,53.93976177,98494.00499
Bilibili Gaming,7/30/2024 11:58,-0.316920751,29.72588968,54279.47455
Bilibili Gaming,7/30/2024 12:56,19.13098924,49.17379967,89791.3582
Movistar R7,7/30/2024 21:04,-4.424962278,25.61784815,14935.20547
Movistar R7,7/30/2024 22:03,-11.53681363,18.5059968,10788.99613
Movistar R7,7/30/2024 22:51,18.98726996,49.03008039,28584.53687
Movistar R7,7/30/2024 23:58,4.465618953,34.50842938,20118.41433
Movistar R7,7/31/2024 0:51,19.50897951,49.55178994,28888.69354
T1,7/31/2024 8:06,-2.116309745,27.92650069,52306.33578
Dplus KIA,7/31/2024 8:06,3.83858507,33.8813955,63459.85377
T1,7/31/2024 9:15,19.35808504,49.40089547,92527.87722
Dplus KIA,7/31/2024 9:15,-15.80521206,14.23759837,26667.02175
Bilibili Gaming,7/31/2024 9:17,11.6398919,41.68270233,76112.61445
Dplus KIA,7/31/2024 10:06,-7.784836824,22.25797361,41689.18456
T1,7/31/2024 10:06,19.66264347,49.7054539,93098.31515
Bilibili Gaming,7/31/2024 10:14,34.42476931,64.46757974,117717.8006
Top Esports,7/31/2024 11:18,24.97099931,55.01380974,100455.2166
Hanwha Life Esports,7/31/2024 11:46,-23.33040859,6.71240184,12572.32865
Top Esports,7/31/2024 12:19,14.49157881,44.53438924,81319.79475
Hanwha Life Esports,7/31/2024 12:40,6.379549966,36.4223604,68219.08102
Vikings Esports,7/31/2024 13:00,17.77375963,47.81657006,40118.10228
Hanwha Life Esports,7/31/2024 13:38,-16.82287424,13.21993619,24760.94048
Vikings Esports,7/31/2024 13:47,-5.000972184,25.04183825,21010.10229
Vikings Esports,7/31/2024 14:44,17.87964754,47.92245797,40206.94224
Gen.G,8/1/2024 10:48,27.21096515,57.25377558,107236.3217
Gen.G,8/1/2024 11:38,-0.984616996,29.05819343,54425.9963
GAM Esports,8/1/2024 11:44,17.81788101,47.86069144,40155.12012
GAM Esports,8/1/2024 12:32,23.3533741,53.39618453,44799.39882
Hanwha Life Esports,8/2/2024 8:06,9.460117,39.50292743,73988.98308
Vikings Esports,8/2/2024 8:07,7.67865818,37.72146861,31648.31216
Hanwha Life Esports,8/2/2024 8:57,15.32582864,45.36863907,84975.46098
Vikings Esports,8/2/2024 8:58,-7.316862255,22.72594818,19067.07052
Vikings Esports,8/2/2024 9:58,16.57448555,46.61729598,39111.91133
Dplus KIA,8/2/2024 10:37,6.505206438,36.54801687,68454.43559
Dplus KIA,8/2/2024 11:24,-9.357986385,20.68482405,38742.67544
Dplus KIA,8/2/2024 12:20,25.05517692,55.09798735,103198.5303
T1,8/3/2024 6:06,3.577448817,33.62025925,62970.74557
Gen.G,8/3/2024 6:06,6.965282619,37.00809305,69316.15828
T1,8/3/2024 7:12,-3.885295359,26.15751507,48993.02573
Gen.G,8/3/2024 7:12,4.963395394,35.00620582,65566.62351
Vikings Esports,8/3/2024 10:00,18.41243184,48.45524227,40653.94826
Vikings Esports,8/3/2024 10:49,21.02744427,51.0702547,42847.94369
GAM Esports,8/3/2024 11:53,11.23088028,41.27369071,34628.62651
GAM Esports,8/3/2024 12:50,19.29078647,49.3335969,41390.8878
100 Thieves,8/3/2024 21:48,9.313185561,39.35599599,58483.01004
100 Thieves,8/3/2024 22:53,24.03893492,54.08174535,80365.47359
GAM Esports,8/4/2024 11:42,-9.899279163,20.14353127,16900.42273
Vikings Esports,8/4/2024 11:42,25.87089282,55.91370325,46911.59703
GAM Esports,8/4/2024 12:36,-13.62536649,16.41744394,13774.23547
Vikings Esports,8/4/2024 12:36,12.21610184,42.25891227,35455.22739
Team Liquid,8/4/2024 20:07,1.060031911,31.10284234,46218.82372
Team Liquid,8/4/2024 21:03,9.337537245,39.38034768,58519.19665
Team Liquid,8/4/2024 21:43,14.89612185,44.93893228,66779.25337
FlyQuest,8/4/2024 22:38,3.831171338,33.87398177,50336.73691
FlyQuest,8/4/2024 23:24,-11.31698444,18.72582599,27826.57742
FlyQuest,8/5/2024 0:15,14.49600349,44.53881392,66184.67749
Movistar R7,8/6/2024 21:10,26.42590486,56.46871529,32921.26101
Movistar R7,8/6/2024 21:57,21.63147317,51.6742836,30126.10734
Movistar R7,8/6/2024 22:45,-20.46779228,9.57501815,5582.235581
Movistar R7,8/6/2024 23:29,11.28166746,41.32447789,24092.17061
Gen.G,8/7/2024 8:06,19.18125145,49.22406188,92196.6679
Gen.G,8/7/2024 8:56,19.45920375,49.50201418,92717.27256
Hanwha Life Esports,8/8/2024 8:07,26.37513283,56.41794326,105670.8077
Hanwha Life Esports,8/8/2024 8:59,20.49344496,50.53625539,94654.40635
Dplus KIA,8/8/2024 10:36,-7.795007983,22.24780245,41670.13398
GAM Esports,8/8/2024 11:07,11.65005387,41.6928643,34980.31315
Dplus KIA,8/8/2024 11:28,14.04384469,44.08665512,82574.30504
GAM Esports,8/8/2024 11:56,17.52795496,47.57076539,39911.87216
Dplus KIA,8/8/2024 12:41,16.73629527,46.7791057,87617.26498
GAM Esports,8/8/2024 12:50,14.98699815,45.02980858,37780.0094
Gen.G,8/9/2024 8:06,19.04311955,49.08592998,91937.94685
Gen.G,8/9/2024 8:58,-13.46648159,16.57632884,31047.46392
Gen.G,8/9/2024 9:49,-15.8786248,14.16418563,26529.51968
Vikings Esports,8/9/2024 11:09,17.48850544,47.53131587,39878.77401
T1,8/9/2024 11:43,-16.94849837,13.09431206,24525.64649
Vikings Esports,8/9/2024 11:57,15.31911811,45.36192854,38058.65805
T1,8/9/2024 12:40,-12.46213636,17.58067407,32928.60253
Vikings Esports,8/9/2024 12:49,10.15364462,40.19645505,33724.82579
Hanwha Life Esports,8/10/2024 9:21,26.71705748,56.75986791,106311.2326
Hanwha Life Esports,8/10/2024 10:13,20.2336024,50.27641283,94167.72123
Fnatic,8/10/2024 15:10,29.26612314,59.30893357,91454.37556
Fnatic,8/10/2024 16:07,11.29570471,41.33851514,63743.99035
paiN Gaming,8/10/2024 16:19,27.51523886,57.55804929,36491.80325
Fnatic,8/10/2024 16:54,3.456487072,33.4992975,51655.91675
paiN Gaming,8/10/2024 17:16,20.21422301,50.25703344,31862.9592
paiN Gaming,8/10/2024 18:07,21.6522662,51.69507663,32774.67858
Team Liquid,8/10/2024 20:07,25.40040338,55.44321381,82388.61572
Team Liquid,8/10/2024 20:51,34.65425912,64.69706955,96139.84535
100 Thieves,8/10/2024 21:35,23.65353607,53.6963465,79792.7709
100 Thieves,8/10/2024 22:18,-12.155849,17.88696143,26580.02468
100 Thieves,8/10/2024 23:06,3.055538044,33.09834847,49184.14583
Dplus KIA,8/11/2024 6:07,1.198065881,31.24087631,58514.16133
Dplus KIA,8/11/2024 7:11,2.694738851,32.73754928,61317.4298
Dplus KIA,8/11/2024 8:17,17.69414963,47.73696006,89411.32619
T1,8/11/2024 9:56,2.994369077,33.03717951,61878.63722
T1,8/11/2024 10:49,23.66770763,53.71051806,100599.8003
Vikings Esports,8/11/2024 11:08,-12.89187503,17.1509354,14389.6348
GAM Esports,8/11/2024 11:08,28.54090666,58.58371709,49151.73864
Vikings Esports,8/11/2024 12:12,14.9164112,44.95922163,37720.78695
GAM Esports,8/11/2024 12:12,7.529872961,37.57268339,31523.48137
Vikings Esports,8/11/2024 13:12,-7.843058852,22.19975158,18625.59157
GAM Esports,8/11/2024 13:12,10.08591073,40.12872116,33667.99705
Vikings Esports,8/11/2024 14:10,9.569868377,39.61267881,33235.03752
GAM Esports,8/11/2024 14:10,-7.070409683,22.97240075,19273.84423
G2 Esports,8/11/2024 15:07,18.84494088,48.88775131,75384.91252
MAD Lions KOI,8/11/2024 15:07,-13.71134137,16.33146906,25183.12529
GAM Esports,8/11/2024 15:15,19.95010152,49.99291195,41944.05313
Vikings Esports,8/11/2024 15:15,-3.553662064,26.48914837,22224.39548
G2 Esports,8/11/2024 15:53,4.802773928,34.84558436,53731.89108
MAD Lions KOI,8/11/2024 15:53,4.368230555,34.41104099,53061.8252
G2 Esports,8/11/2024 16:47,24.3678471,54.41065753,83901.23391
MAD Lions KOI,8/11/2024 16:47,12.44461936,42.48742979,65515.61674
G2 Esports,8/11/2024 17:57,-14.6792297,15.36358073,23690.64149
MAD Lions KOI,8/11/2024 17:57,29.60625504,59.64906547,91978.85895
MAD Lions KOI,8/11/2024 18:43,19.00764403,49.05045446,75635.80078
G2 Esports,8/11/2024 18:43,-6.450729471,23.59208096,36378.98884
FlyQuest,8/11/2024 20:06,-9.670152255,20.37265818,30273.77005
FlyQuest,8/11/2024 20:52,3.465150972,33.5079614,49792.83064
T1,8/14/2024 10:42,-17.60463531,12.43817512,23296.702
T1,8/14/2024 11:38,23.32597626,53.36878669,99959.73747
T1,8/14/2024 12:30,19.58900208,49.63181251,92960.38483
Hanwha Life Esports,8/15/2024 8:06,28.44545161,58.48826204,109548.5148
Hanwha Life Esports,8/15/2024 8:56,20.59357729,50.63638772,94841.9542
Weibo Gaming,8/15/2024 10:19,22.88655746,52.92936789,96649.02577
Dplus KIA,8/15/2024 10:38,13.09367919,43.13648962,80794.64506
Weibo Gaming,8/15/2024 11:18,-21.18997805,8.85283238,16165.27193
Dplus KIA,8/15/2024 11:45,27.06066501,57.10347544,106954.8095
Weibo Gaming,8/15/2024 12:04,11.1272037,41.17001413,75176.4458
Weibo Gaming,8/15/2024 12:59,24.48487334,54.52768377,99567.55056
Top Esports,8/16/2024 10:22,15.24199297,45.2848034,82690.05101
Top Esports,8/16/2024 11:18,-11.68354404,18.35926639,33524.02043
Gen.G,8/16/2024 12:04,18.80379914,48.84660957,91489.69972
Top Esports,8/16/2024 12:11,18.00526113,48.04807156,87735.77867
Gen.G,8/16/2024 12:59,22.6000522,52.64286263,98600.08171
Top Esports,8/16/2024 13:05,8.336921702,38.37973213,70081.39087
Dplus KIA,8/17/2024 6:07,23.5328923,53.57570273,100347.2912
Dplus KIA,8/17/2024 7:15,30.64914575,60.69195618,113676.0339
T1,8/17/2024 9:07,14.633243,44.67605343,83678.24807
PSG Talon,8/17/2024 9:08,7.330993825,37.37380426,32253.59307
T1,8/17/2024 10:01,31.98991323,62.03272366,116187.2914
PSG Talon,8/17/2024 10:09,14.41241702,44.45522745,38364.86129
Bilibili Gaming,8/17/2024 10:20,16.58242145,46.62523188,85137.67341
Weibo Gaming,8/17/2024 10:20,-16.2815932,13.76121723,25127.98266
PSG Talon,8/17/2024 11:02,8.46115745,38.50396788,33228.92428
Weibo Gaming,8/17/2024 11:21,-17.66639739,12.37641304,22599.33021
Bilibili Gaming,8/17/2024 11:21,21.88254273,51.92535316,94815.69487
Vikings Esports,8/17/2024 11:21,8.393894397,38.43670483,32248.39535
Vikings Esports,8/17/2024 12:13,21.95254727,51.9953577,43624.10511
Weibo Gaming,8/17/2024 12:15,-18.21709295,11.82571748,21593.76012
Bilibili Gaming,8/17/2024 12:15,27.21214096,57.25495139,104547.5412
Vikings Esports,8/17/2024 13:19,12.18374422,42.22655465,35428.07935
100 Thieves,8/17/2024 20:07,11.73349673,41.77630716,62079.59244
100 Thieves,8/17/2024 20:55,10.24642137,40.2892318,59869.79845
100 Thieves,8/17/2024 21:40,22.41639026,52.45920069,77954.37223
Hanwha Life Esports,8/18/2024 8:58,-10.13635976,19.90645067,37284.7821
Gen.G,8/18/2024 8:58,12.41383697,42.4566474,79521.30058
Fukuoka SoftBank HAWKS gaming,8/18/2024 9:05,-15.06681854,14.97599189,12924.281
Hanwha Life Esports,8/18/2024 9:47,-9.220226956,20.82258347,39000.69885
Gen.G,8/18/2024 9:47,8.028991855,38.07180229,71308.48568
Fukuoka SoftBank HAWKS gaming,8/18/2024 9:56,24.23164503,54.27445546,46838.85506
LNG Esports,8/18/2024 10:17,-8.372561343,21.67024909,39569.87483
Top Esports,8/18/2024 10:17,20.5112491,50.55405953,92311.7127
Fukuoka SoftBank HAWKS gaming,8/18/2024 11:03,9.114446767,39.1572572,33792.71296
LNG Esports,8/18/2024 11:09,-4.60274294,25.44006749,46453.56324
Top Esports,8/18/2024 11:09,5.436994593,35.47980502,64786.12397
GAM Esports,8/18/2024 11:47,19.76970243,49.81251286,41792.69829
Vikings Esports,8/18/2024 11:47,-15.21683187,14.82597856,12438.99601
Fukuoka SoftBank HAWKS gaming,8/18/2024 12:06,36.96738593,67.01019636,57829.79946
LNG Esports,8/18/2024 12:08,-12.53136159,17.51144884,31975.90558
Top Esports,8/18/2024 12:08,7.375201902,37.41801233,68325.29052
Vikings Esports,8/18/2024 12:43,-23.14725324,6.89555719,5785.372482
GAM Esports,8/18/2024 12:43,35.65643559,65.69924602,55121.66741
Fukuoka SoftBank HAWKS gaming,8/18/2024 12:55,23.29930961,53.34212004,46034.24959
Vikings Esports,8/18/2024 13:40,-23.8225934,6.22021703,5218.762088
GAM Esports,8/18/2024 13:40,31.53072045,61.57353088,51660.19241
G2 Esports,8/18/2024 15:09,31.91897782,61.96178825,95545.07748
G2 Esports,8/18/2024 15:53,4.58010602,34.62291645,53388.53717
paiN Gaming,8/18/2024 16:19,32.53503675,62.57784718,39674.35511
G2 Esports,8/18/2024 16:43,12.43202766,42.47483809,65496.20033
paiN Gaming,8/18/2024 17:11,20.3452412,50.38805163,31946.02473
paiN Gaming,8/18/2024 18:06,-12.53559076,17.50721967,11099.57727
paiN Gaming,8/18/2024 18:52,23.52703297,53.5698434,33963.28072
FlyQuest,8/18/2024 20:08,36.36303734,66.40584777,98679.08979
FlyQuest,8/18/2024 21:01,-8.976037682,21.06677275,31305.2243
FlyQuest,8/18/2024 21:59,16.41074317,46.4535536,69029.98065
FlyQuest,8/18/2024 22:50,24.70384098,54.74665141,81353.524
Top Esports,8/21/2024 10:16,21.1560236,51.19883403,93489.07094
Bilibili Gaming,8/21/2024 10:16,-8.561947585,21.48086285,39224.05555
Bilibili Gaming,8/21/2024 11:06,25.77756787,55.8203783,101928.0108
Top Esports,8/21/2024 11:06,-18.292462,11.75034843,21456.13623
Top Esports,8/21/2024 11:59,-18.6496953,11.39311513,20803.82823
Bilibili Gaming,8/21/2024 11:59,21.62622722,51.66903765,94347.66275
Top Esports,8/21/2024 12:44,-2.897233631,27.1455768,49567.82323
Bilibili Gaming,8/21/2024 12:44,19.69429643,49.73710686,90819.95713
LNG Esports,8/22/2024 10:18,24.80885673,54.85166716,100159.1442
Weibo Gaming,8/22/2024 10:18,-16.25414685,13.78866358,25178.0997
Weibo Gaming,8/22/2024 11:14,17.45701639,47.49982682,86734.68377
LNG Esports,8/22/2024 11:14,-13.74698056,16.29582987,29756.18534
LNG Esports,8/22/2024 12:02,22.92955144,52.97236187,96727.53277
Weibo Gaming,8/22/2024 12:02,-8.391121481,21.65168895,39535.98402
Weibo Gaming,8/22/2024 12:55,11.61101552,41.65382595,76059.88618
LNG Esports,8/22/2024 12:55,-3.312764282,26.73004615,48809.06427
LNG Esports,8/22/2024 13:57,-12.21685048,17.82595995,32550.20287
Weibo Gaming,8/22/2024 13:57,14.16540163,44.20821206,80724.19522
Dplus KIA,8/23/2024 8:10,13.9726111,44.01542153,82440.88453
Dplus KIA,8/23/2024 9:05,24.56271657,54.605527,102276.1521
PSG Talon,8/23/2024 9:06,22.03449973,52.07731016,44942.71867
Fukuoka SoftBank HAWKS gaming,8/23/2024 9:06,-1.776999455,28.26581098,24393.39487
Dplus KIA,8/23/2024 9:57,8.568159149,38.61096958,72318.34602
Fukuoka SoftBank HAWKS gaming,8/23/2024 10:07,-1.159723051,28.88308738,24926.10441
PSG Talon,8/23/2024 10:07,7.802553715,37.84536415,32660.54926
Dplus KIA,8/23/2024 11:09,27.50005391,57.54286434,107777.7849
PSG Talon,8/23/2024 11:10,25.43744572,55.48025615,47879.46106
Fukuoka SoftBank HAWKS gaming,8/23/2024 11:10,-16.31221767,13.73059276,11849.50155
G2 Esports,8/23/2024 15:08,-15.44147917,14.60133126,22515.2528
G2 Esports,8/23/2024 16:00,-17.94844816,12.09436227,18649.50662
G2 Esports,8/23/2024 17:03,19.77001869,49.81282912,76811.3825
G2 Esports,8/23/2024 17:50,11.36442032,41.40723075,63849.94982
G2 Esports,8/23/2024 18:50,17.87987756,47.92268799,73896.78488
T1,8/24/2024 6:06,3.098892069,33.1417025,62074.40878
T1,8/24/2024 7:03,-4.806665319,25.23614511,47267.29979
T1,8/24/2024 7:56,7.479144487,37.52195492,70278.62156
T1,8/24/2024 8:51,-0.409701676,29.63310875,55502.8127
Top Esports,8/24/2024 10:19,-17.9626831,12.08012733,22058.3125
Weibo Gaming,8/24/2024 10:19,18.02196837,48.0647788,87766.28609
Top Esports,8/24/2024 11:12,14.61336527,44.6561757,81542.17683
Weibo Gaming,8/24/2024 11:12,-5.637409125,24.40540131,44564.26278
Weibo Gaming,8/24/2024 12:13,7.551906921,37.59471735,68647.95388
Top Esports,8/24/2024 12:13,-3.404686412,26.63812402,48641.21446
Top Esports,8/24/2024 13:09,13.08990396,43.13271439,78760.33648
Weibo Gaming,8/24/2024 13:09,-11.61723484,18.42557559,33645.10103
Weibo Gaming,8/24/2024 14:03,14.29384488,44.33665531,80958.7326
Top Esports,8/24/2024 14:03,-8.635938438,21.40687199,39088.94826
MAD Lions KOI,8/24/2024 15:08,20.84473373,50.88754416,78468.59309
Fnatic,8/24/2024 15:08,-16.6913021,13.35150833,20588.02584
MAD Lions KOI,8/24/2024 15:56,-17.79470553,12.2481049,18886.57776
Fnatic,8/24/2024 15:56,24.64543934,54.68824977,84329.28115
Fnatic,8/24/2024 16:40,9.6978252,39.74063563,61280.06014
MAD Lions KOI,8/24/2024 16:40,2.8568641,32.89967453,50731.29813
MAD Lions KOI,8/24/2024 17:40,11.19987353,41.24268396,63596.21867
Fnatic,8/24/2024 17:40,-4.147967501,25.89484293,39929.8478
MAD Lions KOI,8/24/2024 18:33,-2.12047118,27.92233925,43056.24712
Fnatic,8/24/2024 18:33,4.90316176,34.94597219,53886.68912
Team Liquid,8/24/2024 20:07,28.83954221,58.88235264,87499.17602
100 Thieves,8/24/2024 20:07,-19.50100758,10.54180285,15665.11904
100 Thieves,8/24/2024 20:56,-15.27435965,14.76845078,21945.91786
Team Liquid,8/24/2024 20:56,28.07246089,58.11527132,86359.29318
Movistar R7,8/24/2024 21:32,24.23820308,54.28101351,31645.83088
100 Thieves,8/24/2024 21:47,-14.32530072,15.71750971,23356.21943
Team Liquid,8/24/2024 21:47,15.95557402,45.99838445,68353.59929
Movistar R7,8/24/2024 22:44,25.38488683,55.42769726,32314.3475
Movistar R7,8/24/2024 23:40,34.50510208,64.54791251,37631.43299
FlyQuest,8/25/2024 20:06,-0.659838193,29.38297224,43663.09674
FlyQuest,8/25/2024 21:00,14.01590329,44.05871372,65471.24859
FlyQuest,8/25/2024 21:53,10.47073205,40.51354248,60203.12413
FlyQuest,8/25/2024 22:51,27.29137865,57.33418908,85198.60497
Gen.G,8/28/2024 8:10,13.6058332,43.64864363,81753.90952
Dplus KIA,8/28/2024 8:10,-8.531884649,21.51092578,40289.96399
Dplus KIA,8/28/2024 9:11,-6.354909628,23.6879008,44367.4382
Gen.G,8/28/2024 9:11,20.25281748,50.29562791,94203.71108
Dplus KIA,8/28/2024 10:03,-7.219881439,22.82292899,42747.346
Gen.G,8/28/2024 10:03,23.1663821,53.20919253,99660.81761
Hanwha Life Esports,8/29/2024 8:08,28.34214071,58.38495114,109355.0135
T1,8/29/2024 8:08,-18.2487432,11.79406723,22090.28792
T1,8/29/2024 9:01,-13.4921097,16.55070073,30999.46247
Hanwha Life Esports,8/29/2024 9:01,25.62623238,55.66904281,104268.1172
T1,8/29/2024 10:02,-20.61140996,9.43140047,17665.01308
Hanwha Life Esports,8/29/2024 10:02,36.1148127,66.15762313,123913.2281
Bilibili Gaming,8/30/2024 8:28,3.741461528,33.78427196,61690.0806
Weibo Gaming,8/30/2024 8:28,-4.572452131,25.4703583,46508.87425
Weibo Gaming,8/30/2024 9:19,-29.44738613,0.5954243,1087.244772
Bilibili Gaming,8/30/2024 9:19,40.55530297,70.5981134,128912.1551
Weibo Gaming,8/30/2024 10:16,10.26333313,40.30614356,73599.01814
Bilibili Gaming,8/30/2024 10:16,-2.186246511,27.85656392,50866.08572
100 Thieves,8/30/2024 20:08,-4.042062926,26.0007475,38637.11079
100 Thieves,8/30/2024 20:52,16.98345936,47.02626979,69881.03691
100 Thieves,8/30/2024 21:38,-17.52869584,12.51411459,18595.97428
100 Thieves,8/30/2024 22:29,10.79018766,40.83299809,60677.83516
100 Thieves,8/30/2024 23:58,23.15334486,53.19615529,79049.48676
Gen.G,8/31/2024 6:07,-13.43249232,16.61031811,31111.12582
Hanwha Life Esports,8/31/2024 6:07,21.96458567,52.0073961,97409.8529
Gen.G,8/31/2024 7:03,30.55307498,60.59588541,113496.0934
Hanwha Life Esports,8/31/2024 7:03,-17.57345732,12.46935311,23355.09838
Hanwha Life Esports,8/31/2024 7:55,-8.671149388,21.37166104,40029.12113
Gen.G,8/31/2024 7:55,11.05651688,41.09932731,76979.04005
Fukuoka SoftBank HAWKS gaming,8/31/2024 8:20,-11.69893682,18.34387361,15830.76293
Hanwha Life Esports,8/31/2024 8:49,-18.21171294,11.83109749,22159.6456
Gen.G,8/31/2024 8:49,43.73232387,73.7751343,138180.8265
Fukuoka SoftBank HAWKS gaming,8/31/2024 9:10,19.36688721,49.40969764,42640.56906
Fukuoka SoftBank HAWKS gaming,8/31/2024 10:03,10.46845253,40.51126296,34961.21993
Fukuoka SoftBank HAWKS gaming,8/31/2024 11:02,20.59236369,50.63517412,43698.15527
G2 Esports,8/31/2024 16:12,-9.053760084,20.98905035,32365.11563
MAD Lions KOI,8/31/2024 16:12,22.34707022,52.38988065,80785.19596
G2 Esports,8/31/2024 17:00,15.96670301,46.00951344,70946.66972
MAD Lions KOI,8/31/2024 17:00,-12.33667612,17.70613431,27302.85911
G2 Esports,8/31/2024 17:48,19.46097942,49.50378985,76334.84395
MAD Lions KOI,8/31/2024 17:48,-12.93151805,17.11129238,26385.61285
G2 Esports,8/31/2024 18:40,18.96019313,49.00300356,75562.63149
MAD Lions KOI,8/31/2024 18:40,-14.7470048,15.29580563,23586.13228
Team Liquid,8/31/2024 20:08,9.882920861,39.92573129,59329.6367
FlyQuest,8/31/2024 20:08,0.164652227,30.20746266,44888.28951
Team Liquid,8/31/2024 21:05,-21.81535577,8.22745466,12225.99762
FlyQuest,8/31/2024 21:05,28.4843235,58.52713393,86971.32102
Team Liquid,8/31/2024 22:02,8.849191787,38.89200222,57793.51529
FlyQuest,8/31/2024 22:02,-10.8253451,19.21746533,28557.15348
Team Liquid,8/31/2024 22:50,-10.16968638,19.87312405,29531.46234
FlyQuest,8/31/2024 22:50,33.10663589,63.14944632,93840.07723
Team Liquid,8/31/2024 23:47,13.51826644,43.56107687,64731.76023
FlyQuest,8/31/2024 23:47,-7.011242933,23.0315675,34224.9093
Dplus KIA,9/1/2024 6:14,11.80126616,41.84407659,78373.95545
T1,9/1/2024 6:14,-10.27291171,19.76989872,37029.0203
T1,9/1/2024 7:11,14.2311893,44.27399973,82925.20149
Dplus KIA,9/1/2024 7:11,-7.837579458,22.20523097,41590.39761
Dplus KIA,9/1/2024 8:03,-19.40157704,10.64123339,19931.03014
T1,9/1/2024 8:03,21.31847804,51.36128847,96199.6933
PSG Talon,9/1/2024 8:24,24.90242735,54.94523778,47417.7402
Fukuoka SoftBank HAWKS gaming,9/1/2024 8:24,-10.09479459,19.94801584,17215.13767
T1,9/1/2024 8:52,13.72754058,43.77035101,81981.86744
Dplus KIA,9/1/2024 8:52,-7.019853119,23.02295731,43121.99904
PSG Talon,9/1/2024 9:13,28.47337124,58.51618167,50499.46478
Fukuoka SoftBank HAWKS gaming,9/1/2024 9:13,-15.75006117,14.29274926,12334.64261
Fukuoka SoftBank HAWKS gaming,9/1/2024 10:00,24.96398682,55.00679725,47470.86603
PSG Talon,9/1/2024 10:00,-11.21906455,18.82374588,16244.89269
PSG Talon,9/1/2024 10:52,26.6924732,56.73528363,48962.54977
Fukuoka SoftBank HAWKS gaming,9/1/2024 10:52,-8.616664107,21.42614632,18490.76428
Fnatic,9/1/2024 16:13,8.790043669,38.8328541,59880.26102
G2 Esports,9/1/2024 16:13,2.003614963,32.04642539,49415.58796
Fnatic,9/1/2024 17:24,23.35249104,53.39530147,82335.55487
G2 Esports,9/1/2024 17:24,-9.710448732,20.3323617,31352.50174
G2 Esports,9/1/2024 18:23,15.43429506,45.47710549,70125.69667
Fnatic,9/1/2024 18:23,-5.936249859,24.10656057,37172.3164
G2 Esports,9/1/2024 19:16,8.158039829,38.20085026,58905.7111
Fnatic,9/1/2024 19:16,-7.118422617,22.92438781,35349.40601
100 Thieves,9/1/2024 20:06,17.9005563,47.94336673,71243.84296
100 Thieves,9/1/2024 20:57,-14.92573231,15.11707812,22463.97809
100 Thieves,9/1/2024 21:46,11.64352048,41.68633091,61945.88773
100 Thieves,9/1/2024 22:37,29.39967396,59.44248439,88331.5318
FlyQuest,9/6/2024 20:13,13.04550806,43.08831849,64029.24128
100 Thieves,9/6/2024 20:13,-10.79904062,19.24376981,28596.24194
100 Thieves,9/6/2024 21:02,-3.43746332,26.60534711,39535.54581
FlyQuest,9/6/2024 21:02,17.18003751,47.22284794,70173.15204
100 Thieves,9/6/2024 22:01,-18.04354428,11.99926615,17830.9095
