Team,Date,Result,Laner,Top score,Laner,Jng score,Laner,Mid score,Laner,Bot score,Laner,Sup score,Sum Score
Vikings Esports,7/31/2024 14:44,1,Nanaue,1.018545531,Gury,6.438254041,Kati,-0.399932159,Shogun,8.183115288,Bie,2.639664465,17.87964717
Gen.G,8/1/2024 10:48,1,Kiin,5.377372304,Canyon,1.418925916,Chovy,5.526491062,Peyz,6.972208646,Lehends,7.915966495,27.21096442
Gen.G,8/1/2024 11:38,1,Kiin,0.067695676,Canyon,-4.260184697,Chovy,1.24592212,Peyz,0.62103235,Lehends,1.34091722,-0.98461733
GAM Esports,8/1/2024 11:44,1,Kiaya,4.467686124,Levi,5.936894974,Emo,5.328112468,Neo,2.247909277,Elio,-0.162722157,17.81788069
GAM Esports,8/1/2024 12:32,1,Kiaya,1.580292201,Levi,7.632710793,Emo,2.554793106,Neo,5.470507149,Elio,6.115070438,23.35337369
Hanwha Life Esports,8/2/2024 8:06,1,Doran,5.982513503,Peanut,3.537544142,Zeka,-0.683254109,Viper,1.581131044,Delight,-0.957817831,9.46011675
Vikings Esports,8/2/2024 8:07,1,Nanaue,0.007542211,Gury,2.775396652,Kati,2.023589299,Shogun,1.963681244,Bie,0.908448333,7.678657738
Hanwha Life Esports,8/2/2024 8:57,1,Doran,2.169380493,Peanut,5.924591987,Zeka,3.163656492,Viper,2.066521258,Delight,2.001678111,15.32582834
Vikings Esports,8/2/2024 8:58,0,Nanaue,-4.3625827,Gury,-2.418385662,Kati,0.822890989,Shogun,-1.883797622,Bie,0.525012518,-7.316862478
Vikings Esports,8/2/2024 9:58,1,Nanaue,0.524248057,Gury,0.9585698,Kati,4.924080779,Shogun,2.038408219,Bie,8.12917829,16.57448515
Dplus KIA,8/2/2024 10:37,1,Kingen,-0.247894419,Lucid,3.086602202,ShowMaker,-2.602323551,Aiming,5.125644287,Kellin,1.143177177,6.505205697
Dplus KIA,8/2/2024 11:24,0,Kingen,-2.094804151,Lucid,-4.447997779,ShowMaker,-1.310453401,Aiming,0.627142456,Kellin,-2.131873695,-9.357986571
Dplus KIA,8/2/2024 12:20,1,Kingen,6.258019388,Lucid,7.604707044,ShowMaker,2.974349296,Aiming,5.089075686,Kellin,3.129025111,25.05517653
T1,8/3/2024 6:06,0,Zeus,-0.790104126,Oner,0.8909427,Faker,1.446904435,Gumayusi,0.708203815,Keria,1.321501643,3.577448467
Gen.G,8/3/2024 6:06,1,Kiin,-2.169579463,Canyon,1.5392204,Chovy,2.033019215,Peyz,4.420790272,Lehends,1.141831722,6.965282146
T1,8/3/2024 7:12,0,Zeus,0.356093535,Oner,-2.960049432,Faker,0.40296104,Gumayusi,-0.915988845,Keria,-0.768311944,-3.885295646
Gen.G,8/3/2024 7:12,1,Kiin,3.852898023,Canyon,2.720501509,Chovy,3.060709084,Peyz,-3.019932806,Lehends,-1.650780536,4.963395275
Vikings Esports,8/3/2024 10:00,1,Nanaue,3.121490904,Gury,4.161769743,Kati,2.781840051,Shogun,2.840555422,Bie,5.506775416,18.41243154
Vikings Esports,8/3/2024 10:49,1,Nanaue,3.037887002,Gury,0.293090133,Kati,4.774126668,Shogun,4.850524945,Bie,8.071815378,21.02744413
GAM Esports,8/3/2024 11:53,1,Kiaya,4.336408975,Levi,-0.308037756,Emo,1.439297973,Neo,2.034678879,Elio,3.728532072,11.23088014
GAM Esports,8/3/2024 12:50,1,Kiaya,3.951567893,Levi,4.247292175,Emo,4.3358318,Neo,4.073261665,Elio,2.682832697,19.29078623
100 Thieves,8/3/2024 21:48,1,Sniper,3.005818736,River,-2.753043123,Quid,3.524882861,Tomo,2.828197864,Eyla,2.707328883,9.313185221
100 Thieves,8/3/2024 22:53,1,Sniper,4.922881151,River,5.429291302,Quid,2.836742186,Tomo,4.82961352,Eyla,6.020406481,24.03893464
GAM Esports,8/4/2024 11:42,0,Kiaya,-1.588211996,Levi,-5.350883029,Emo,-0.619415677,Neo,-1.48830892,Elio,-0.852459725,-9.899279348
Vikings Esports,8/4/2024 11:42,1,Nanaue,2.583612798,Gury,2.878408767,Kati,7.731602054,Shogun,6.300565203,Bie,6.376703616,25.87089244
GAM Esports,8/4/2024 12:36,0,Kiaya,-2.594439442,Levi,-3.445594795,Emo,-3.068990592,Neo,-3.972580218,Elio,-0.543761588,-13.62536663
Vikings Esports,8/4/2024 12:36,1,Nanaue,2.337151054,Gury,2.422662511,Kati,4.779149872,Shogun,1.414908285,Bie,1.262229854,12.21610158
Team Liquid,8/4/2024 20:07,0,Impact,1.717157309,UmTi,2.882817469,APA,-1.802047214,Yeon,0.168988448,CoreJJ,-1.906884389,1.060031623
Team Liquid,8/4/2024 21:03,1,Impact,0.559019124,UmTi,4.217752594,APA,0.360194102,Yeon,2.775788152,CoreJJ,1.424782948,9.33753692
Team Liquid,8/4/2024 21:43,1,Impact,2.204375777,UmTi,2.983886117,APA,4.741673553,Yeon,3.681720732,CoreJJ,1.284465206,14.89612139
FlyQuest,8/4/2024 22:38,1,Bwipo,0.007559938,Inspired,1.368667862,Quad,1.68227968,Massu,0.93577622,Busio,-0.163112563,3.831171136
FlyQuest,8/4/2024 23:24,0,Bwipo,-3.638777192,Inspired,-2.528912066,Quad,1.465420892,Massu,-2.898939135,Busio,-3.715777137,-11.31698464
FlyQuest,8/5/2024 0:15,1,Bwipo,4.293545701,Inspired,4.692749481,Quad,4.221825621,Massu,1.099236747,Busio,0.188645809,14.49600336
Movistar R7,8/6/2024 21:10,1,Summit,5.362371726,Oddie,5.622195639,Keine,6.069588725,Ceo,4.98871384,Lyonz,4.383034647,26.42590458
Movistar R7,8/6/2024 21:57,1,Summit,3.082270803,Oddie,5.747978041,Keine,3.256003847,Ceo,6.267110658,Lyonz,3.278109508,21.63147286
Movistar R7,8/6/2024 22:45,0,Summit,-5.882087199,Oddie,-5.917256784,Keine,-3.824178839,Ceo,-3.554919285,Lyonz,-1.289350511,-20.46779262
Movistar R7,8/6/2024 23:29,1,Summit,2.086365683,Oddie,6.695437332,Keine,3.443319449,Ceo,1.11612888,Lyonz,-2.05958421,11.28166713
Gen.G,8/7/2024 8:06,1,Kiin,6.700032963,Canyon,4.455304451,Chovy,1.63053377,Peyz,4.991985133,Lehends,1.403394847,19.18125116
Gen.G,8/7/2024 8:56,1,Kiin,8.399796322,Canyon,0.555660798,Chovy,3.261216728,Peyz,5.690577655,Lehends,1.551951877,19.45920338
Hanwha Life Esports,8/8/2024 8:07,1,Doran,6.066585173,Peanut,4.909008718,Zeka,2.730442801,Viper,7.443846058,Delight,5.225249579,26.37513233
Hanwha Life Esports,8/8/2024 8:59,1,Doran,4.605692088,Peanut,5.641622356,Zeka,2.715107477,Viper,2.322806215,Delight,5.208216586,20.49344472
Dplus KIA,8/8/2024 10:36,0,Kingen,-0.839192172,Lucid,-0.679640365,ShowMaker,-3.519102987,Aiming,-0.349141717,Moham,-2.407930897,-7.795008137
GAM Esports,8/8/2024 11:07,1,Kiaya,1.764700678,Levi,1.840841184,Emo,1.011281774,EasyLove,2.164425188,Elio,4.868804808,11.65005363
Dplus KIA,8/8/2024 11:28,1,Kingen,6.81767386,Lucid,0.259703302,ShowMaker,2.1277327,Aiming,3.72107162,Moham,1.117662705,14.04384419
GAM Esports,8/8/2024 11:56,1,Kiaya,5.376656263,Levi,-0.918644184,Emo,8.181383363,EasyLove,6.823815916,Elio,-1.93525662,17.52795474
Dplus KIA,8/8/2024 12:41,1,Kingen,3.233970544,Lucid,2.825197296,ShowMaker,2.000607126,Aiming,4.475819896,Moham,4.20070012,16.73629498
GAM Esports,8/8/2024 12:50,1,Kiaya,0.994322259,Levi,1.82130009,Emo,5.500195924,EasyLove,4.882635073,Elio,1.788544484,14.98699783
Gen.G,8/9/2024 8:06,1,Kiin,5.498799962,Canyon,2.323052957,Chovy,4.572204902,Peyz,2.353093539,Lehends,4.295968016,19.04311938
Gen.G,8/9/2024 8:58,0,Kiin,-0.972305122,Canyon,-5.957341079,Chovy,-1.378378592,Peyz,-1.611663773,Lehends,-3.546793233,-13.4664818
Gen.G,8/9/2024 9:49,0,Kiin,-3.793362168,Canyon,-4.884538622,Chovy,-3.442755731,Peyz,-2.104475,Lehends,-1.653493644,-15.87862517
Vikings Esports,8/9/2024 11:09,1,Nanaue,1.267093157,Gury,6.056875523,Kati,4.281667231,Shogun,2.311535757,Bie,3.571333583,17.48850525
T1,8/9/2024 11:43,0,Zeus,-2.800575039,Oner,-4.187657961,Faker,-2.539943303,Gumayusi,-4.827560902,Keria,-2.592761288,-16.94849849
Vikings Esports,8/9/2024 11:57,1,Nanaue,2.35814726,Gury,1.960733007,Kati,2.156961416,Shogun,3.321806068,Bie,5.521469993,15.31911774
T1,8/9/2024 12:40,0,Zeus,-3.160305639,Oner,-5.680762994,Faker,-1.22125157,Gumayusi,-1.093180474,Keria,-1.306636103,-12.46213678
Vikings Esports,8/9/2024 12:49,1,Nanaue,0.480494215,Gury,1.838983908,Kati,1.836811202,Shogun,2.078810501,Bie,3.918544472,10.1536443
Hanwha Life Esports,8/10/2024 9:21,1,Doran,3.547249804,Peanut,7.581927517,Zeka,3.563115721,Viper,7.916431326,Delight,4.108332744,26.71705711
Hanwha Life Esports,8/10/2024 10:13,1,Doran,3.774703656,Peanut,5.725282597,Zeka,4.226203745,Viper,2.057891358,Delight,4.449520828,20.23360218
Fnatic,8/10/2024 15:10,1,Oscarinin,7.16785118,Razork,4.315595933,Humanoid,4.291818976,Noah,6.314727954,Jun,7.17612879,29.26612283
Fnatic,8/10/2024 16:07,1,Oscarinin,3.83090862,Razork,1.028025532,Humanoid,3.430258678,Noah,1.20092341,Jun,1.805588234,11.29570447
paiN Gaming,8/10/2024 16:19,1,Wizer,4.697544628,CarioK,6.702812318,dyNquedo,7.118395732,TitaN,4.457297329,Kuri,4.539188421,27.51523843
Fnatic,8/10/2024 16:54,1,Oscarinin,1.19273333,Razork,3.600489082,Humanoid,-0.196799008,Noah,0.385387508,Jun,-1.525324036,3.456486877
paiN Gaming,8/10/2024 17:16,1,Wizer,5.149045356,CarioK,5.1581624,dyNquedo,4.616417514,TitaN,3.505208393,Kuri,1.785388773,20.21422244
paiN Gaming,8/10/2024 18:07,1,Wizer,4.861899115,CarioK,4.072749224,dyNquedo,3.043802714,TitaN,5.323582513,Kuri,4.350232367,21.65226593
Team Liquid,8/10/2024 20:07,1,Impact,3.643594338,UmTi,7.266989735,APA,4.688154987,Yeon,3.591469294,CoreJJ,6.210194647,25.400403
Team Liquid,8/10/2024 20:51,1,Impact,6.493955119,UmTi,8.492873541,APA,5.218896744,Yeon,7.9053009,CoreJJ,6.543232379,34.65425868
100 Thieves,8/10/2024 21:35,1,Sniper,2.531716881,River,3.262852436,Quid,6.56980573,Tomo,8.200231986,Eyla,3.088928673,23.65353571
100 Thieves,8/10/2024 22:18,0,Sniper,-3.333999563,River,-3.979260219,Quid,-4.848618376,Tomo,-0.075472442,Eyla,0.081501272,-12.15584933
100 Thieves,8/10/2024 23:06,1,Sniper,-0.603279765,River,-0.029025331,Quid,-0.101257627,Tomo,1.446674874,Eyla,2.342425534,3.055537686
Dplus KIA,8/11/2024 6:07,0,Kingen,3.116234158,Lucid,0.251816962,ShowMaker,-2.565684728,Aiming,1.733738367,Moham,-1.338039168,1.198065591
Dplus KIA,8/11/2024 7:11,1,Kingen,-0.168194392,Lucid,-0.524370511,ShowMaker,1.339969708,Aiming,3.665727054,Moham,-1.618393503,2.694738356
Dplus KIA,8/11/2024 8:17,1,Kingen,5.642154916,Lucid,3.152729337,ShowMaker,2.124349091,Aiming,3.618949119,Moham,3.155966743,17.69414921
T1,8/11/2024 9:56,1,Zeus,-2.145580308,Oner,1.048379359,Faker,0.709007076,Gumayusi,1.103539807,Keria,2.279022939,2.994368873
T1,8/11/2024 10:49,1,Zeus,6.453652627,Oner,6.133159991,Faker,3.11231571,Gumayusi,2.300466109,Keria,5.66811288,23.66770732
Vikings Esports,8/11/2024 11:08,0,Nanaue,-6.133339971,Gury,-3.560174655,Kati,-2.36999292,Shogun,-0.687255841,Bie,-0.141112085,-12.89187547
GAM Esports,8/11/2024 11:08,1,Kiaya,7.965149158,Levi,4.900754066,Emo,6.797527511,EasyLove,2.1518423,Elio,6.725633315,28.54090635
Vikings Esports,8/11/2024 12:12,1,Nanaue,0.840601815,Gury,2.484521873,Kati,6.074711475,Shogun,0.033918008,Bie,5.482657854,14.91641102
GAM Esports,8/11/2024 12:12,0,Kiaya,4.218101515,Levi,-1.960155526,Emo,2.547454065,EasyLove,3.842881118,Elio,-1.11840876,7.529872411
Vikings Esports,8/11/2024 13:12,0,Nanaue,-2.086632346,Gury,-2.565083675,Kati,-1.641281845,Shogun,-2.489185403,Bie,0.939124283,-7.843058987
GAM Esports,8/11/2024 13:12,1,Kiaya,2.809933852,Levi,3.453288715,Emo,0.975788368,EasyLove,1.712861497,Elio,1.134037969,10.0859104
Vikings Esports,8/11/2024 14:10,1,Nanaue,-0.997079704,Gury,3.490423984,Kati,3.321373408,Shogun,1.587278502,Bie,2.1678719,9.56986809
GAM Esports,8/11/2024 14:10,0,Kiaya,-0.03170599,Levi,-3.545867025,Emo,-1.317242767,EasyLove,0.353561879,Elio,-2.529156019,-7.070409922
G2 Esports,8/11/2024 15:07,1,BrokenBlade,0.979070531,Yike,4.91217073,Caps,4.48896479,Hans Sama,2.877901402,Mikyx,5.586833144,18.8449406
MAD Lions KOI,8/11/2024 15:07,0,Myrwn,2.425449844,Elyoya,-5.566631133,Fresskowy,-3.747595801,Supa,-3.213893726,Alvaro,-3.608670841,-13.71134166
GAM Esports,8/11/2024 15:15,1,Kiaya,8.628012967,Levi,0.918246915,Emo,6.816099529,EasyLove,3.501744088,Elio,0.085997574,19.95010107
Vikings Esports,8/11/2024 15:15,0,Nanaue,-8.850569695,Gury,-4.020433503,Kati,3.557209499,Shogun,2.97340709,Bie,2.786724034,-3.553662575
G2 Esports,8/11/2024 15:53,0,BrokenBlade,3.642685061,Yike,-3.803231623,Caps,2.206566848,Hans Sama,1.288633013,Mikyx,1.468120271,4.80277357
MAD Lions KOI,8/11/2024 15:53,1,Myrwn,4.933940265,Elyoya,2.983084042,Fresskowy,-2.948235416,Supa,-0.678928778,Alvaro,0.078370164,4.368230278
G2 Esports,8/11/2024 16:47,1,BrokenBlade,6.099589283,Yike,1.020166588,Caps,5.880358153,Hans Sama,7.752168659,Mikyx,3.615563905,24.36784659
MAD Lions KOI,8/11/2024 16:47,0,Myrwn,3.662974743,Elyoya,2.027267342,Fresskowy,4.745063424,Supa,0.880150323,Alvaro,1.129163167,12.444619
G2 Esports,8/11/2024 17:57,0,BrokenBlade,-1.786239262,Yike,-6.988968621,Caps,-1.74038499,Hans Sama,-1.457202843,Mikyx,-2.706434197,-14.67922991
MAD Lions KOI,8/11/2024 17:57,1,Myrwn,2.488742028,Elyoya,8.332454056,Fresskowy,5.374101595,Supa,6.352281011,Alvaro,7.05867602,29.60625471
MAD Lions KOI,8/11/2024 18:43,1,Myrwn,5.088998088,Elyoya,2.342117659,Fresskowy,6.736145563,Supa,1.313094794,Alvaro,3.527287637,19.00764374
G2 Esports,8/11/2024 18:43,0,BrokenBlade,-1.470325935,Yike,0.653361889,Caps,-1.856250261,Hans Sama,-0.295792817,Mikyx,-3.481722614,-6.450729737
FlyQuest,8/11/2024 20:06,0,Bwipo,-3.348457038,Inspired,-2.737318419,Quad,-0.739994711,Massu,-1.828602979,Busio,-1.015779342,-9.670152489
FlyQuest,8/11/2024 20:52,0,Bwipo,-1.37950205,Inspired,1.397178124,Quad,-0.474943917,Massu,1.361403331,Busio,2.561015339,3.465150828
T1,8/14/2024 10:42,0,Zeus,-1.936274443,Oner,-5.099510707,Faker,-4.736882413,Gumayusi,-2.856142132,Keria,-2.975825855,-17.60463555
T1,8/14/2024 11:38,1,Zeus,3.575771,Oner,5.636051534,Faker,3.03124977,Gumayusi,3.145031808,Keria,7.937871787,23.3259759
T1,8/14/2024 12:30,1,Zeus,3.12129558,Oner,3.729240468,Faker,1.760967656,Gumayusi,4.889994256,Keria,6.087503688,19.58900165
Hanwha Life Esports,8/15/2024 8:06,1,Doran,7.542266987,Peanut,4.605044614,Zeka,7.15582448,Viper,5.89482861,Delight,3.247486593,28.44545128
Hanwha Life Esports,8/15/2024 8:56,1,Doran,3.851079308,Peanut,7.721389381,Zeka,4.270768221,Viper,1.81048844,Delight,2.939851558,20.59357691
Weibo Gaming,8/15/2024 10:19,1,Breathe,4.95388005,Tarzan,2.854658554,Xiaohu,4.832547158,Light,3.547104415,Crisp,6.698366988,22.88655717
Dplus KIA,8/15/2024 10:38,1,Kingen,0.968622699,Lucid,1.122544744,ShowMaker,4.428749687,Aiming,4.549569414,Moham,2.024192344,13.09367889
Weibo Gaming,8/15/2024 11:18,0,Breathe,-5.10832754,Tarzan,-6.2554581,Xiaohu,-3.939108126,Light,-3.140404511,Crisp,-2.746680153,-21.18997843
Dplus KIA,8/15/2024 11:45,1,Kingen,8.515363215,Lucid,5.012933818,ShowMaker,6.284929814,Aiming,3.978835003,Moham,3.268602945,27.0606648
Weibo Gaming,8/15/2024 12:04,1,Breathe,0.741659573,Tarzan,4.473430925,Xiaohu,3.317013309,Light,1.920620842,Crisp,0.674478876,11.12720352
Weibo Gaming,8/15/2024 12:59,1,Breathe,5.061768546,Tarzan,6.424624823,Xiaohu,1.348015562,Light,4.624464425,Crisp,7.025999581,24.48487294
Top Esports,8/16/2024 10:22,1,369,-1.032480658,Tian,1.578466403,Creme,6.174835536,JackeyLove,4.318353556,Meiko,4.202817712,15.24199255
Top Esports,8/16/2024 11:18,0,369,-0.629504924,Tian,-3.758043161,Creme,-4.205309304,JackeyLove,0.47800218,Meiko,-3.568689144,-11.68354435
Gen.G,8/16/2024 12:04,1,Kiin,4.021866362,Canyon,5.52723948,Chovy,2.708119388,Peyz,4.183867741,Lehends,2.362705781,18.80379875
Top Esports,8/16/2024 12:11,1,369,2.223418322,Tian,6.11765274,Creme,3.152254013,JackeyLove,4.059552145,Meiko,2.452383629,18.00526085
Gen.G,8/16/2024 12:59,1,Kiin,5.891190381,Canyon,4.118115355,Chovy,3.384590168,Peyz,6.837170799,Lehends,2.36898518,22.60005188
Top Esports,8/16/2024 13:05,1,369,1.255017533,Tian,4.250472014,Creme,1.128849967,JackeyLove,1.303394145,Meiko,0.399187676,8.336921334
Dplus KIA,8/17/2024 6:07,1,Kingen,4.806505835,Lucid,2.438641078,ShowMaker,7.505550094,Aiming,4.962290857,Moham,3.819904014,23.53289188
Dplus KIA,8/17/2024 7:15,1,Kingen,8.647743329,Lucid,6.515620057,ShowMaker,0.023901016,Aiming,7.262982045,Moham,8.198898957,30.6491454
T1,8/17/2024 9:07,1,Zeus,3.707515814,Oner,4.007971721,Faker,4.042416647,Gumayusi,2.388566612,Keria,0.48677203,14.63324282
PSG Talon,8/17/2024 9:08,1,Azhi,1.962434626,JunJia,-3.566556897,Maple,3.141509249,Betty,3.148780762,Woody,2.644825832,7.330993572
T1,8/17/2024 10:01,1,Zeus,4.869097324,Oner,6.133020492,Faker,7.310899506,Gumayusi,3.405471624,Keria,10.27142401,31.98991295
PSG Talon,8/17/2024 10:09,1,Azhi,4.077227312,JunJia,2.999560685,Maple,1.654369918,Betty,2.917918001,Woody,2.763340835,14.41241675
Bilibili Gaming,8/17/2024 10:20,1,Bin,3.942108874,Wei,3.926423987,knight,3.321998483,Elk,0.611608319,ON,4.780281469,16.58242113
Weibo Gaming,8/17/2024 10:20,0,Breathe,-2.835951166,Tarzan,-4.964048264,Xiaohu,-3.941231561,Light,-1.381470164,Crisp,-3.158892254,-16.28159341
PSG Talon,8/17/2024 11:02,1,Azhi,2.635677969,JunJia,2.497409735,Maple,0.170271013,Betty,1.314161545,Woody,1.843636724,8.461156986
Weibo Gaming,8/17/2024 11:21,0,Breathe,-4.186008659,Tarzan,-4.818478375,Xiaohu,-5.594881386,Light,-0.492628937,Crisp,-2.574400279,-17.66639764
Bilibili Gaming,8/17/2024 11:21,1,Bin,6.953073951,Wei,4.913744793,knight,2.202477069,Elk,3.828705312,ON,3.984541187,21.88254231
Vikings Esports,8/17/2024 11:21,1,Nanaue,1.882166037,Gury,4.407323822,Kati,2.106877526,Shogun,0.555678793,Bie,-0.558152089,8.393894088
Vikings Esports,8/17/2024 12:13,1,Nanaue,3.218675002,Gury,6.344331464,Kati,2.053701596,Shogun,5.50582869,Bie,4.830009841,21.95254659
Weibo Gaming,8/17/2024 12:15,0,Breathe,-2.676060509,Tarzan,-3.806050951,Xiaohu,-2.37891976,Light,-5.106340627,Crisp,-4.249721426,-18.21709327
Bilibili Gaming,8/17/2024 12:15,1,Bin,4.490698062,Wei,5.773493862,knight,4.207456564,Elk,6.262710405,ON,6.477781672,27.21214056
Vikings Esports,8/17/2024 13:19,1,Nanaue,2.956996251,Gury,1.45737792,Kati,5.166691462,Shogun,1.724848966,Bie,0.877829291,12.18374389
100 Thieves,8/17/2024 20:07,1,Sniper,2.804581855,River,2.7601309,Quid,0.815394915,Tomo,4.047833695,Eyla,1.305555055,11.73349642
100 Thieves,8/17/2024 20:55,1,Sniper,2.260823661,River,1.724643222,Quid,1.703807542,Tomo,2.351930619,Eyla,2.20521612,10.24642116
100 Thieves,8/17/2024 21:40,1,Sniper,5.592806331,River,5.56486382,Quid,3.177418723,Tomo,5.20485518,Eyla,2.876445852,22.41638991
Hanwha Life Esports,8/18/2024 8:58,0,Doran,-4.603675477,Peanut,-2.540818946,Zeka,-1.01107414,Viper,-1.360005625,Delight,-0.620785787,-10.13635998
Gen.G,8/18/2024 8:58,1,Kiin,3.0283007,Canyon,3.940131694,Chovy,2.235524852,Peyz,2.67153927,Lehends,0.538340269,12.41383678
Fukuoka SoftBank HAWKS gaming,8/18/2024 9:05,0,Evi,-3.236445053,Forest,-8.535909037,DasheR,-1.38518782,Marble,-2.845270679,Vsta,0.93599393,-15.06681866
Hanwha Life Esports,8/18/2024 9:47,0,Doran,-5.339724397,Peanut,-2.536089392,Zeka,1.716411729,Viper,-3.173950621,Delight,0.113125418,-9.220227263
Gen.G,8/18/2024 9:47,1,Kiin,3.105200934,Canyon,1.591901904,Chovy,1.847787149,Peyz,1.031936834,Lehends,0.452164561,8.028991382
Fukuoka SoftBank HAWKS gaming,8/18/2024 9:56,1,Evi,2.751474866,Forest,3.185242577,DasheR,5.141634444,Marble,6.898963067,Vsta,6.254329479,24.23164443
LNG Esports,8/18/2024 10:17,0,Zika,0.712121996,Weiwei,-4.139706753,Scout,-1.277679608,GALA,-0.918778876,Hang,-2.748518349,-8.372561589
Top Esports,8/18/2024 10:17,1,369,2.542854875,Tian,7.427857956,Creme,2.715306458,JackeyLove,3.891359713,Meiko,3.933869821,20.51124882
Fukuoka SoftBank HAWKS gaming,8/18/2024 11:03,0,Evi,5.555050418,Forest,-0.805857244,DasheR,2.617282704,Marble,2.197121254,Vsta,-0.449151024,9.114446107
LNG Esports,8/18/2024 11:09,0,Zika,-1.231596249,Weiwei,-2.126457423,Scout,0.465253225,GALA,-1.480437491,Hang,-0.229505244,-4.602743181
Top Esports,8/18/2024 11:09,1,369,0.14779913,Tian,2.062375147,Creme,1.129312615,JackeyLove,0.967703971,Meiko,1.129803416,5.436994279
GAM Esports,8/18/2024 11:47,1,Kiaya,4.693447157,Levi,5.568458954,Emo,4.113972812,EasyLove,3.331354753,Elio,2.062468594,19.76970227
Vikings Esports,8/18/2024 11:47,0,Nanaue,-3.30675379,Gury,-7.5705136,Kati,-0.747469344,Shogun,-2.510564303,Bie,-1.081531037,-15.21683207
Fukuoka SoftBank HAWKS gaming,8/18/2024 12:06,1,Evi,3.132220812,Forest,5.771115937,DasheR,12.6487616,Marble,6.766479532,Vsta,8.648807718,36.9673856
LNG Esports,8/18/2024 12:08,0,Zika,-1.845271162,Weiwei,-3.737810675,Scout,-3.717602523,GALA,-1.304573827,Hang,-1.9261038,-12.53136199
Top Esports,8/18/2024 12:08,1,369,1.885218899,Tian,2.79602742,Creme,-0.430802849,JackeyLove,0.676337196,Meiko,2.448420945,7.375201611
Vikings Esports,8/18/2024 12:43,0,Nanaue,-3.785440508,Gury,-6.698178776,Kati,-2.997633616,Shogun,-5.631638483,Bie,-4.034362297,-23.14725368
GAM Esports,8/18/2024 12:43,1,Kiaya,4.119041155,Levi,9.798583985,Emo,7.697656376,EasyLove,5.115124199,Elio,8.92602935,35.65643506
Fukuoka SoftBank HAWKS gaming,8/18/2024 12:55,1,Evi,4.897335227,Forest,6.66037244,DasheR,4.542587655,Marble,5.569269156,Vsta,1.629744813,23.29930929
Vikings Esports,8/18/2024 13:40,0,Nanaue,-5.097626613,Gury,-6.412672268,Kati,-5.161910687,Shogun,-4.142612743,Bie,-3.007771348,-23.82259366
GAM Esports,8/18/2024 13:40,1,Kiaya,9.301074888,Levi,8.216921157,Emo,4.573792804,EasyLove,4.816408989,Elio,4.622522247,31.53072009
G2 Esports,8/18/2024 15:09,1,BrokenBlade,7.592542972,Yike,6.636549511,Caps,4.937842487,Hans Sama,5.821076833,Mikyx,6.930965588,31.91897739
G2 Esports,8/18/2024 15:53,1,BrokenBlade,1.108829144,Yike,0.313845474,Caps,0.872507001,Hans Sama,1.333710706,Mikyx,0.951213471,4.580105796
paiN Gaming,8/18/2024 16:19,1,Wizer,8.360420216,CarioK,4.293836723,dyNquedo,5.907184393,TitaN,5.21064098,Kuri,8.7629542,32.53503651
G2 Esports,8/18/2024 16:43,1,BrokenBlade,2.201586487,Yike,5.635319395,Caps,1.743697802,Hans Sama,2.329851122,Mikyx,0.521572535,12.43202734
paiN Gaming,8/18/2024 17:11,1,Wizer,2.958499368,CarioK,5.846298016,dyNquedo,4.819008257,TitaN,2.143422903,Kuri,4.578012422,20.34524097
paiN Gaming,8/18/2024 18:06,0,Wizer,-1.446084902,CarioK,-2.884098782,dyNquedo,-3.282981632,TitaN,-2.99831172,Kuri,-1.924113966,-12.535591
paiN Gaming,8/18/2024 18:52,1,Wizer,5.921440393,CarioK,5.690602205,dyNquedo,4.461275456,TitaN,4.930805325,Kuri,2.522909237,23.52703262
FlyQuest,8/18/2024 20:08,1,Bwipo,5.237633192,Inspired,6.4362449,Quad,7.381478365,Massu,7.90232576,Busio,9.405354665,36.36303688
FlyQuest,8/18/2024 21:01,0,Bwipo,-4.746892438,Inspired,-2.87615919,Quad,-0.598058447,Massu,1.63629049,Busio,-2.391218466,-8.97603805
FlyQuest,8/18/2024 21:59,1,Bwipo,0.031320796,Inspired,4.1700839,Quad,3.449887941,Massu,4.120322197,Busio,4.639128112,16.41074295
FlyQuest,8/18/2024 22:50,1,Bwipo,7.229894406,Inspired,2.197558468,Quad,7.083874647,Massu,5.534553521,Busio,2.657959733,24.70384078
Top Esports,8/21/2024 10:16,1,369,4.895051102,Tian,2.723032806,Creme,3.772861527,JackeyLove,4.547612504,Meiko,5.21746542,21.15602336
Bilibili Gaming,8/21/2024 10:16,0,Bin,-1.018461189,Wei,-0.481127698,knight,-2.873830071,Elk,1.253592713,ON,-5.442121665,-8.561947911
Bilibili Gaming,8/21/2024 11:06,1,Bin,4.234197885,Wei,7.058674427,knight,3.843053651,Elk,6.074992373,ON,4.566649256,25.77756759
Top Esports,8/21/2024 11:06,0,369,-3.84572541,Tian,-4.858241716,Creme,-3.669735859,JackeyLove,-4.556573908,Meiko,-1.362185507,-18.2924624
Top Esports,8/21/2024 11:59,0,369,-2.558064402,Tian,-5.174134507,Creme,-3.213087111,JackeyLove,-3.34003865,Meiko,-4.364370873,-18.64969554
Bilibili Gaming,8/21/2024 11:59,1,Bin,2.649742383,Wei,4.879950008,knight,3.743915153,Elk,5.555098019,ON,4.797521288,21.62622685
