Team,Date,Result,Laner,Top score,Laner,Jng score,Laner,Mid score,Laner,Bot score,Laner,Sup score,Sum Score
Vikings Esports,2/29/2024 11:01,1,Kratos,4.311863682,Gury,3.919219803,Kati,7.418417416,Shogun,3.868981178,Kairi,3.427811078,22.94629316
Weibo Gaming,2/29/2024 12:07,1,Zdz,1.288190963,Xiaohao,0.762890044,Xiaohu,-0.240053938,Light,-2.476645664,Crisp,0.743525967,0.077907372
GAM Esports,2/29/2024 12:09,0,Kiaya,-6.483974904,Levi,-7.118260956,Emo,-2.16602506,Pyshiro,-2.0943325,Elio,-4.32951295,-22.19210637
Weibo Gaming,2/29/2024 12:59,0,Zdz,-4.189851507,Xiaohao,-3.493556775,Xiaohu,-2.71283856,Light,-2.427170326,Crisp,-3.069922549,-15.89333972
GAM Esports,2/29/2024 12:59,1,Kiaya,2.255641472,Levi,4.630430002,Blazes,2.810650129,Pyshiro,5.294493336,Elio,4.81827586,19.8094908
Weibo Gaming,2/29/2024 13:46,0,Zdz,-4.928753472,Xiaohao,-0.400579769,Xiaohu,-2.209449516,Light,0.181022876,Crisp,-1.822084884,-9.179844764
GAM Esports,2/29/2024 14:00,0,Kiaya,-1.274862264,Levi,-6.259551421,Blazes,-6.725919562,Pyshiro,-3.221258443,Elio,-4.240992408,-21.7225841
Hanwha Life Esports,3/1/2024 6:13,0,Doran,-4.006020159,Peanut,-4.274465726,Zeka,-0.803684808,Viper,-2.159337009,Delight,-0.370050527,-11.61355823
Hanwha Life Esports,3/1/2024 7:10,1,Doran,1.5111921,Peanut,1.159843468,Zeka,2.710142665,Viper,0.337423657,Delight,1.608202443,7.326804332
Bilibili Gaming,3/1/2024 7:17,1,Bin,1.13734545,Xun,3.755354058,knight,7.983862667,Elk,4.353901576,ON,6.858236469,24.08870022
Bilibili Gaming,3/1/2024 8:09,1,Bin,2.607626402,Xun,3.39217376,knight,0.670838915,Elk,3.027457279,ON,2.738523099,12.43661945
Hanwha Life Esports,3/1/2024 8:13,1,Doran,-0.276020578,Peanut,4.172691682,Zeka,3.578955657,Viper,2.725796589,Delight,3.286708229,13.48813158
Gen.G,3/1/2024 9:29,1,Kiin,4.90135884,Canyon,3.341819379,Chovy,4.47683484,Peyz,4.253250885,Lehends,4.468038534,21.44130248
Top Esports,3/1/2024 9:46,1,369,3.675201688,Tian,5.349766464,Creme,-0.120865392,JackeyLove,2.126465054,Meiko,4.366787917,15.39735573
Gen.G,3/1/2024 10:20,1,Kiin,1.221773538,Canyon,5.579382847,Chovy,4.901737032,Peyz,6.747760337,Lehends,3.068679681,21.51933343
Top Esports,3/1/2024 10:37,0,369,-0.324622193,Tian,-6.487035078,Creme,-0.477349502,JackeyLove,-5.124174174,Meiko,-2.255578627,-14.66875957
Top Esports,3/1/2024 11:25,1,369,5.998102981,Tian,7.698516325,Creme,2.6100194,JackeyLove,6.508747109,Meiko,7.684520242,30.49990606
PSG Talon,3/1/2024 11:41,1,Azhi,4.271640399,JunJia,4.537745548,Maple,10.86418653,Betty,6.607007473,Woody,10.04285182,36.32343178
PSG Talon,3/1/2024 12:32,0,Azhi,-1.469971368,JunJia,-8.564497879,Maple,-1.335896694,Betty,-1.60534295,Woody,0.543530929,-12.43217796
PSG Talon,3/1/2024 13:33,1,Azhi,8.563691813,JunJia,6.527202499,Maple,4.815762296,Betty,3.290672542,Woody,4.6900755,27.88740465
T1,3/2/2024 7:23,1,Zeus,1.144018922,Guwon,6.150138346,Faker,4.295260856,Gumayusi,7.313950925,Keria,7.158514035,26.06188308
T1,3/2/2024 8:13,1,Zeus,4.314980619,Guwon,4.680957013,Faker,7.716453545,Gumayusi,4.837951191,Keria,5.462702399,27.01304477
LNG Esports,3/2/2024 9:17,1,Zika,12.22044984,Weiwei,7.420253601,Scout,6.686769808,GALA,7.037028095,Hang,7.605753949,40.97025529
Vikings Esports,3/2/2024 10:04,1,Kratos,1.785873429,Gury,4.234961775,Kati,3.211872455,Shogun,-1.750811378,Kairi,3.045452018,10.5273483
LNG Esports,3/2/2024 10:06,0,Zika,-0.959485465,Weiwei,-4.484936276,Scout,-1.929039039,GALA,-1.469985443,Hang,-0.780649294,-9.624095517
Vikings Esports,3/2/2024 10:52,1,Kratos,6.075050436,Gury,-1.285279794,Kati,1.702782854,Shogun,0.938903972,Kairi,0.608940032,8.0403975
LNG Esports,3/2/2024 10:59,1,Zika,3.830556176,Weiwei,6.96863143,Scout,6.973398709,GALA,5.668122971,Hang,3.875921036,27.31663032
GAM Esports,3/2/2024 11:55,1,Kiaya,0.438769592,Levi,-1.835925935,Blazes,0.535372545,Pyshiro,-2.518895158,Elio,-2.62238388,-6.003062836
GAM Esports,3/2/2024 12:47,0,Kiaya,-1.46348934,Levi,-1.106293474,Blazes,1.325739243,Pyshiro,1.038889261,Elio,1.596351456,1.391197145
GAM Esports,3/2/2024 13:52,1,Kiaya,2.191564944,Levi,3.502171664,Blazes,5.675194436,Pyshiro,2.826639365,Elio,1.283497218,15.47906763
paiN Gaming,3/2/2024 17:10,0,Wizer,0.213172916,CarioK,-5.392315098,dyNquedo,-0.162784942,TitaN,-2.587582989,Kuri,-0.239097104,-8.168607216
FlyQuest,3/2/2024 22:06,0,Bwipo,-4.020948835,Inspired,-2.761415314,Jensen,-3.452656547,Massu,-0.373888984,Busio,-2.656637103,-13.26554678
Team Liquid,3/2/2024 22:59,0,Impact,3.376024895,UmTi,-5.769561476,APA,-3.076093359,Yeon,0.687064991,CoreJJ,-0.27468602,-5.057250968
100 Thieves,3/3/2024 0:02,1,Sniper,-0.482453095,River,3.354231904,Quid,3.391330515,Meech,6.54931806,Eyla,7.202440714,20.0148681
Dplus KIA,3/3/2024 4:14,1,Kingen,1.773059552,Lucid,-4.65429757,ShowMaker,-1.455675209,Aiming,3.475963308,Kellin,3.020762236,2.159812316
Dplus KIA,3/3/2024 5:31,0,Kingen,-3.102065905,Lucid,-2.49279506,ShowMaker,-4.755326491,Aiming,-0.811067855,Kellin,-2.272241313,-13.43349663
Dplus KIA,3/3/2024 6:24,1,Kingen,5.733535553,Lucid,-0.702962749,ShowMaker,2.35606213,Aiming,1.783932328,Kellin,5.343448429,14.51401569
Weibo Gaming,3/3/2024 7:16,0,Zdz,-0.256818362,Xiaohao,-0.786099386,Xiaohu,2.113011256,Light,-2.94182438,Crisp,0.482400314,-1.389330558
Hanwha Life Esports,3/3/2024 8:03,1,Doran,5.386561603,Peanut,2.267317615,Zeka,3.033042034,Viper,1.255504306,Delight,4.655779641,16.5982052
Weibo Gaming,3/3/2024 8:21,0,Zdz,-1.388034907,Xiaohao,-5.06288285,Xiaohu,-0.278469802,Light,-0.383850012,Crisp,-1.992676821,-9.105914392
Hanwha Life Esports,3/3/2024 8:54,1,Doran,3.849511423,Peanut,5.728838432,Zeka,3.987988075,Viper,3.196594445,Delight,5.569587713,22.33252009
Fukuoka SoftBank HAWKS gaming,3/3/2024 9:15,1,Evi,1.979775857,Forest,2.606561113,DasheR,3.809987465,Marble,3.88960623,Vsta,6.193260568,18.47919123
Fukuoka SoftBank HAWKS gaming,3/3/2024 10:09,1,Evi,0.625667255,Forest,1.756254456,DasheR,3.811003378,Marble,4.155591437,Vsta,4.832407702,15.18092423
Fukuoka SoftBank HAWKS gaming,3/3/2024 11:05,1,Evi,1.441021307,Forest,5.018076819,DasheR,9.71275879,Marble,1.544638595,Vsta,2.439772562,20.15626807
PSG Talon,3/3/2024 12:30,1,Azhi,8.002427244,JunJia,3.338806588,Maple,5.679240348,Betty,3.365833362,Woody,5.04071451,25.42702205
PSG Talon,3/3/2024 13:20,0,Azhi,-1.693519391,JunJia,-1.532620475,Maple,-3.450070484,Betty,-3.408998378,Woody,-0.371197673,-10.4564064
PSG Talon,3/3/2024 14:17,1,Azhi,4.699546034,JunJia,1.362613351,Maple,3.328664203,Betty,1.58324833,Woody,0.623583118,11.59765504
paiN Gaming,3/3/2024 19:43,1,Wizer,5.649203025,CarioK,7.39635163,dyNquedo,4.901225875,TitaN,-0.14744582,Kuri,4.684939713,22.48427442
FlyQuest,3/3/2024 22:13,1,Bwipo,4.968277482,Inspired,6.499198867,Jensen,10.49245806,Massu,2.183867193,Busio,6.299742895,30.4435445
100 Thieves,3/3/2024 22:13,0,Sniper,-5.922991839,River,-2.673733209,Quid,-3.061774354,Meech,-3.398792966,Eyla,-1.260018908,-16.31731128
Team Liquid,3/4/2024 0:06,0,Impact,1.875158272,UmTi,0.224837457,APA,-3.345420792,Yeon,0.71865028,CoreJJ,3.152596776,2.625821993
Top Esports,3/4/2024 9:15,1,369,4.028819632,Tian,5.538410724,Creme,6.303067693,JackeyLove,1.629926863,Meiko,5.16179978,22.66202469
Top Esports,3/4/2024 10:07,1,369,4.813539403,Tian,2.950984907,Creme,3.236954781,JackeyLove,2.921147327,Meiko,4.308773221,18.23139964
Bilibili Gaming,3/4/2024 11:17,1,Bin,2.073119281,Xun,-1.034647297,knight,6.310505204,Elk,6.721664566,ON,1.178492862,15.24913462
Bilibili Gaming,3/4/2024 12:14,1,Bin,3.423029977,Xun,0.523477354,knight,4.41119552,Elk,2.292174189,ON,2.23049139,12.88036843
Gen.G,3/6/2024 8:29,1,Kiin,2.915987048,Canyon,3.0713391,Chovy,3.587573524,Peyz,1.511099726,Lehends,2.435201049,13.52120045
Hanwha Life Esports,3/6/2024 8:29,0,Doran,-3.828904848,Peanut,-4.873522065,Zeka,-1.69652208,Viper,-1.235518374,Delight,-1.476107335,-13.1105747
Gen.G,3/6/2024 9:20,1,Kiin,3.269637106,Canyon,1.887072599,Chovy,2.19586867,Peyz,2.897469243,Lehends,0.790397457,11.04044508
Hanwha Life Esports,3/6/2024 9:20,0,Doran,-3.235543145,Peanut,-3.951203833,Zeka,0.187986657,Viper,-0.815988779,Delight,1.539663658,-6.275085442
Movistar R7,3/6/2024 22:06,1,Summit,7.667943593,Oddie,3.30256371,Lava,1.946791158,Ceo,2.008898752,Lyonz,3.53769147,18.46388868
Movistar R7,3/6/2024 23:08,1,Summit,1.621390989,Oddie,2.686275099,Lava,4.456274667,Ceo,5.723962247,Lyonz,6.537491542,21.02539454
Movistar R7,3/6/2024 23:57,1,Summit,2.890313688,Oddie,2.788220633,Lava,4.154766941,Ceo,1.35030421,Lyonz,7.846089088,19.02969456
T1,3/7/2024 5:14,1,Zeus,2.816654219,Oner,2.595147335,Faker,4.228593322,Gumayusi,4.825885675,Keria,3.079745642,17.54602619
T1,3/7/2024 6:03,1,Zeus,3.018721325,Oner,9.632147325,Faker,6.911071036,Gumayusi,5.558948387,Keria,7.647229265,32.76811734
GAM Esports,3/7/2024 10:07,1,Kiaya,8.088530738,Levi,7.151371995,Blazes,8.247873398,Pyshiro,6.506325853,Elio,1.792793763,31.78689575
Vikings Esports,3/7/2024 10:07,0,Kratos,-3.09080917,Gury,-5.522587215,Kati,-2.415711642,Shogun,-0.929178333,Kairi,-2.88306295,-14.84134931
GAM Esports,3/7/2024 11:03,1,Kiaya,3.968044547,Levi,4.376675209,Blazes,3.373150825,Pyshiro,5.72371547,Elio,2.741788657,20.18337471
Vikings Esports,3/7/2024 11:03,0,Kratos,-2.478692061,Gury,-4.091829688,Kati,-3.230555119,Shogun,-4.150273115,Kairi,-1.74106642,-15.6924164
Weibo Gaming,3/7/2024 11:18,1,Zdz,3.975535482,Xiaohao,4.279331358,Xiaohu,6.635752173,Light,3.152746176,Crisp,1.586580399,19.62994559
Weibo Gaming,3/7/2024 12:22,1,Zdz,5.954722844,Xiaohao,3.631649734,Xiaohu,4.593819169,Light,4.110860033,Crisp,4.943293639,23.23434542
Hanwha Life Esports,3/8/2024 5:14,1,Doran,7.703751112,Peanut,4.044669925,Zeka,7.76158742,Viper,6.072600708,Delight,0.119908533,25.7025177
Hanwha Life Esports,3/8/2024 6:01,1,Doran,6.140120604,Peanut,4.71182056,Zeka,3.788663202,Viper,2.460576212,Delight,2.566433252,19.66761383
LNG Esports,3/8/2024 7:18,0,Zika,-0.652107051,Weiwei,-5.086933335,Scout,-2.776586285,GALA,-0.494860968,Hang,-2.925992925,-11.93648056
Dplus KIA,3/8/2024 7:35,1,Kingen,1.704590699,Lucid,-0.936238965,ShowMaker,-0.005665008,Aiming,0.948312687,Kellin,3.196499572,4.907498985
LNG Esports,3/8/2024 8:11,1,Zika,4.367660116,Weiwei,5.657081416,Scout,4.159780483,GALA,4.407069478,Hang,4.191839162,22.78343065
Dplus KIA,3/8/2024 8:38,1,Kingen,2.907716225,Lucid,-1.407569834,ShowMaker,4.202570165,Aiming,2.061354577,Kellin,3.980434062,11.7445052
LNG Esports,3/8/2024 9:06,0,Zika,-2.44968911,Weiwei,-5.609075634,Scout,-1.552947186,GALA,-3.093093785,Hang,0.153613615,-12.5511921
Bilibili Gaming,3/8/2024 9:17,1,Bin,4.425783144,Xun,2.947259238,knight,6.279557321,Elk,8.043095105,ON,5.563863966,27.25955877
Bilibili Gaming,3/8/2024 10:04,1,Bin,4.809376677,Xun,6.096381657,knight,8.19271739,Elk,4.783867111,ON,2.300427554,26.18277039
Top Esports,3/8/2024 11:22,1,369,0.963606669,Tian,4.067413515,Creme,3.938294783,JackeyLove,3.946501417,Meiko,4.160683487,17.07649987
Top Esports,3/8/2024 12:04,1,369,5.792872665,Tian,3.081755735,Creme,5.661139969,JackeyLove,4.498965395,Meiko,3.31136946,22.34610322
Team Liquid,3/8/2024 21:52,1,Impact,8.588300909,UmTi,2.905736692,APA,3.355295656,Yeon,4.900028788,CoreJJ,5.697927669,25.44728971
FlyQuest,3/8/2024 21:52,0,Bwipo,-3.415498708,Inspired,-3.045011585,Jensen,-2.516118231,Massu,-3.097808422,Busio,-3.114044056,-15.188481
100 Thieves,3/8/2024 22:42,1,Sniper,4.712201475,River,1.259272454,Quid,7.259520809,Meech,4.465698067,Eyla,5.393250468,23.08994327
T1,3/9/2024 5:15,0,Zeus,-3.688616522,Oner,-5.726532434,Faker,-2.434988564,Gumayusi,#DIV/0!,Keria,-1.325539154,#DIV/0!
Gen.G,3/9/2024 5:15,1,Kiin,6.030822212,Canyon,6.532525402,Chovy,3.771484247,Peyz,2.677917027,Lehends,4.446208386,23.45895727
T1,3/9/2024 6:11,0,Zeus,-0.643753963,Oner,-5.748115564,Faker,-1.6523403,Gumayusi,-3.740409342,Keria,-0.120513627,-11.9051328
Gen.G,3/9/2024 6:11,1,Kiin,3.300905801,Canyon,3.531319217,Chovy,2.968557914,Peyz,4.713494876,Lehends,6.272800606,20.78707841
GAM Esports,3/9/2024 10:06,0,Kiaya,-1.473138138,Levi,-2.018677249,Blazes,0.193174943,Pyshiro,-0.868394419,Elio,-1.831413015,-5.998447878
GAM Esports,3/9/2024 11:05,1,Kiaya,2.730746299,Levi,3.454451699,Blazes,3.79511656,Pyshiro,2.41378419,Elio,3.163192051,15.5572908
GAM Esports,3/9/2024 12:04,0,Kiaya,-1.434424295,Levi,0.547780454,Blazes,-3.986745173,Pyshiro,-2.440457207,Elio,0.742648287,-6.571197934
paiN Gaming,3/9/2024 16:14,0,Wizer,-0.040239944,CarioK,-6.705392097,dyNquedo,-3.681280413,TitaN,-5.818642298,Kuri,-0.738697566,-16.98425232
Fnatic,3/9/2024 17:07,1,Oscarinin,3.32007619,Razork,4.327057843,Humanoid,4.317406599,Noah,4.775059777,Jun,2.400978247,19.14057866
G2 Esports,3/9/2024 17:59,1,BrokenBlade,6.552458506,Yike,2.93841163,Caps,6.458220513,Hans Sama,2.642050016,Mikyx,6.097176615,24.68831728
MAD Lions KOI,3/9/2024 19:45,1,Myrwn,8.103276926,Elyoya,6.149881507,Fresskowy,4.158104766,Supa,7.900863828,Alvaro,6.661277352,32.97340438
FlyQuest,3/9/2024 21:55,1,Bwipo,2.911994668,Inspired,1.137604139,Jensen,6.318571501,Massu,1.806438615,Busio,4.830117397,17.00472632
Team Liquid,3/9/2024 22:56,0,Impact,-1.871900464,UmTi,-4.55205632,APA,-0.408248659,Yeon,-3.383380707,CoreJJ,-1.53178054,-11.74736669
100 Thieves,3/9/2024 23:51,1,Sniper,2.590632018,River,4.492868853,Quid,1.453804564,Meech,3.416327098,Eyla,2.62519085,14.57882338
Bilibili Gaming,3/10/2024 7:15,1,Bin,6.394369548,Xun,5.679991997,knight,4.450623453,Elk,7.002903028,ON,6.151247348,29.67913537
Bilibili Gaming,3/10/2024 8:00,1,Bin,2.364408094,Xun,2.660239656,knight,8.229780203,Elk,7.234434189,ON,4.327439068,24.81630121
Dplus KIA,3/10/2024 8:22,0,Kingen,-1.965197698,Lucid,-1.810121224,ShowMaker,-3.622811848,Aiming,-0.333467699,Kellin,-1.474360322,-9.20595879
Top Esports,3/10/2024 9:15,1,369,5.896907498,Tian,4.980039457,Creme,6.276990437,JackeyLove,5.910415182,Meiko,2.779928833,25.84428141
Dplus KIA,3/10/2024 9:24,1,Kingen,5.100871154,Lucid,4.111530156,ShowMaker,6.604200911,Aiming,3.010887346,Kellin,4.419640678,23.24713025
Top Esports,3/10/2024 9:56,1,369,1.32936689,Tian,3.995398,Creme,2.148137831,JackeyLove,2.329528284,Meiko,0.867059896,10.6694909
Dplus KIA,3/10/2024 10:15,1,Kingen,2.583741841,Lucid,0.211800827,ShowMaker,2.36002327,Aiming,1.35314278,Kellin,1.240921441,7.749630158
Weibo Gaming,3/10/2024 11:19,0,Zdz,-1.201828806,Xiaohao,-5.1166237,Xiaohu,-3.058013343,Light,-0.463067631,Crisp,-0.023021401,-9.862554881
Vikings Esports,3/10/2024 11:47,1,Kratos,-0.000984058,Gury,-1.457978005,Kati,5.115288357,Shogun,3.785650391,Kairi,4.910577237,12.35255392
Weibo Gaming,3/10/2024 12:09,0,Zdz,-2.43447398,Xiaohao,-4.370360538,Xiaohu,3.763531435,Light,-0.518771106,Crisp,-3.910771127,-7.470845316
Vikings Esports,3/10/2024 12:47,0,Kratos,-4.068233997,Gury,-6.20948765,Kati,-1.457838105,Shogun,-1.162514547,Kairi,-1.74283812,-14.64091242
Vikings Esports,3/10/2024 13:57,1,Kratos,7.300100255,Gury,7.654386829,Kati,6.526010633,Shogun,5.643058798,Kairi,8.236847084,35.3604036
Fnatic,3/10/2024 17:48,1,Oscarinin,5.427330374,Razork,4.395194193,Humanoid,5.137042183,Noah,5.727991087,Jun,5.233670978,25.92122882
paiN Gaming,3/10/2024 19:25,0,Wizer,-3.65334116,CarioK,-6.509034034,dyNquedo,1.823307309,TitaN,2.580182142,Kuri,1.410051406,-4.348834337
MAD Lions KOI,3/10/2024 19:28,0,Myrwn,-2.38881826,Elyoya,-1.219709771,Fresskowy,-2.717384735,Supa,-4.217488558,Alvaro,-1.92320161,-12.46660293
G2 Esports,3/10/2024 19:28,1,BrokenBlade,2.153006367,Yike,4.564555226,Caps,3.158249943,Hans Sama,2.665318056,Mikyx,4.12893326,16.67006285
Team Liquid,3/10/2024 20:07,1,Impact,0.162027278,UmTi,1.01729,APA,0.744230263,Yeon,3.165074294,CoreJJ,1.250966816,6.339588652
100 Thieves,3/10/2024 20:56,1,Sniper,3.675296552,River,4.128698489,Quid,0.941866143,Meech,2.162199349,Eyla,3.39964758,14.30770811
FlyQuest,3/10/2024 22:55,1,Bwipo,0.681537943,Inspired,3.2718912,Jensen,4.894470046,Massu,4.674402916,Busio,5.04795306,18.57025516
MAD Lions KOI,3/11/2024 17:35,0,Myrwn,-3.095333843,Elyoya,-3.68020778,Fresskowy,-1.910019452,Supa,-2.428945084,Alvaro,-0.230572155,-11.34507831
Fnatic,3/11/2024 18:19,0,Oscarinin,-1.24062998,Razork,-4.450629058,Humanoid,-3.948338558,Noah,-2.891483833,Jun,-0.46874027,-12.9998217
G2 Esports,3/11/2024 19:17,1,BrokenBlade,3.771528787,Yike,3.411840169,Caps,1.694832103,Hans Sama,-0.507805406,Mikyx,-0.679337997,7.691057656
LNG Esports,3/12/2024 11:18,1,Zika,6.418620106,Weiwei,7.207978237,Scout,7.151963088,GALA,6.901016097,Hang,8.0479289,35.72750643
LNG Esports,3/12/2024 12:13,0,Zika,0.475849874,Weiwei,-2.529099464,Scout,-1.821874269,GALA,-4.009703953,Hang,-1.503289067,-9.388116879
LNG Esports,3/12/2024 13:02,1,Zika,-0.998363188,Weiwei,-5.788684872,Scout,3.150931763,GALA,4.213883937,Hang,1.409149231,1.98691687
Hanwha Life Esports,3/13/2024 8:04,1,Doran,4.815324677,Peanut,3.420268745,Zeka,2.509755563,Viper,1.765872539,Delight,4.186839804,16.69806133
Hanwha Life Esports,3/13/2024 8:53,0,Doran,-3.593643415,Peanut,-4.514937981,Zeka,0.831049221,Viper,-0.909721212,Delight,0.559027594,-7.628225793
Hanwha Life Esports,3/13/2024 9:55,1,Doran,8.43201939,Peanut,4.165783761,Zeka,7.46865634,Viper,8.786411839,Delight,10.33772646,39.19059779
Dplus KIA,3/13/2024 11:27,0,Kingen,0.01717333,Lucid,-3.678485794,ShowMaker,-3.770484686,Aiming,-3.127145641,Kellin,-0.986759098,-11.54570189
T1,3/13/2024 11:27,1,Zeus,4.105059567,Oner,0.438443089,Faker,5.899148876,Gumayusi,2.492030482,Keria,5.36369961,18.29838162
Dplus KIA,3/13/2024 12:26,0,Kingen,-0.113404764,Lucid,-0.806486769,ShowMaker,-0.410211621,Aiming,-1.695241358,Kellin,-0.00192731,-3.027271822
T1,3/13/2024 12:26,1,Zeus,1.353961964,Oner,4.278582187,Faker,3.283046879,Gumayusi,2.889679469,Keria,6.912769967,18.71804047
Weibo Gaming,3/13/2024 12:32,0,Zdz,-0.09618099,Youdang,-1.967249671,Xiaohu,0.594029036,Light,-2.711931843,Crisp,1.789456048,-2.39187742
Weibo Gaming,3/13/2024 13:28,1,Zdz,2.504555851,Xiaohao,0.856058151,Xiaohu,4.823794116,Light,3.327548088,Crisp,5.50044939,17.0124056
Weibo Gaming,3/13/2024 14:30,1,Zdz,1.821467812,Xiaohao,0.010888905,Xiaohu,4.273549217,Light,2.948135458,Crisp,0.5645527,9.618594093
Bilibili Gaming,3/14/2024 7:16,1,Bin,-1.245153718,Xun,3.014833575,knight,0.75844772,Elk,0.120319735,ON,3.200718369,5.849165681
Bilibili Gaming,3/14/2024 8:08,1,Bin,3.561490283,Xun,6.247845316,knight,3.270841443,Elk,3.507750167,ON,-1.966483025,14.62144418
Top Esports,3/14/2024 11:15,1,369,2.56661509,Tian,1.897886231,Creme,2.27588753,JackeyLove,0.315722802,Meiko,2.974146381,10.03025803
Top Esports,3/14/2024 12:08,0,369,-0.788250763,Tian,-2.647145011,Creme,-0.90915205,JackeyLove,-0.200509199,Meiko,-2.765016326,-7.310073348
Top Esports,3/14/2024 12:57,0,369,-3.140334961,Tian,-4.21459378,Creme,-4.326172356,JackeyLove,-2.884232076,Meiko,-1.544764153,-16.11009733
Vikings Esports,3/14/2024 13:10,0,Kratos,-0.584507325,Gury,-1.75247716,Kati,-1.632479925,Shogun,-1.460987851,Kairi,-3.666860894,-9.097313155
Vikings Esports,3/14/2024 14:01,0,Kratos,-3.180451014,Gury,-2.260987138,Kati,-0.832714222,Shogun,-2.836559507,Kairi,-0.121569796,-9.232281677
100 Thieves,3/14/2024 20:08,0,Sniper,-3.527448013,River,-6.082333856,Quid,-3.642365487,Meech,-1.858500208,Eyla,-1.278078427,-16.38872599
100 Thieves,3/14/2024 21:01,0,Sniper,-1.008637504,River,-6.779522134,Quid,-0.801602125,Meech,-4.934745931,Eyla,-2.335368527,-15.85987622
100 Thieves,3/14/2024 21:48,0,Sniper,-4.78260272,River,-2.636186862,Quid,-1.956159714,Meech,-3.566533938,Eyla,-1.523941162,-14.4654244
Gen.G,3/15/2024 8:05,1,Kiin,3.545377085,Canyon,2.278250185,Chovy,3.590744445,Peyz,0.491771505,Lehends,2.946106923,12.85225014
Gen.G,3/15/2024 8:58,1,Kiin,3.62758476,Canyon,2.846457091,Chovy,2.555981106,Peyz,3.753057982,Lehends,3.327470765,16.11055171
T1,3/15/2024 10:35,0,Zeus,0.189296381,Oner,-3.827914533,Faker,-1.114718908,Gumayusi,-2.477309713,Keria,-1.548479646,-8.779126419
Hanwha Life Esports,3/15/2024 10:35,1,Doran,1.05647009,Peanut,6.392187279,Zeka,2.008048648,Viper,2.513777267,Delight,4.05158521,16.0220685
T1,3/15/2024 11:26,1,Zeus,1.48830464,Oner,6.285681286,Faker,4.248910763,Gumayusi,5.604961341,Keria,5.899829629,23.52768766
Hanwha Life Esports,3/15/2024 11:26,0,Doran,-3.913399337,Peanut,-5.756965508,Zeka,-1.556056406,Viper,-2.09803247,Delight,-0.128340096,-13.45279382
Hanwha Life Esports,3/15/2024 12:20,1,Doran,8.751560833,Peanut,0.776645319,Zeka,7.312630309,Viper,6.605156559,Delight,4.213101849,27.65909487
T1,3/15/2024 12:20,0,Zeus,-0.327653934,Oner,-2.806433302,Faker,-1.505482431,Gumayusi,-3.157391184,Keria,-4.619478866,-12.41643972
FlyQuest,3/15/2024 20:07,1,Bwipo,6.294621559,Inspired,6.530383504,Jensen,6.528698002,Massu,2.791778375,Busio,5.172498403,27.31797984
Team Liquid,3/15/2024 20:07,0,Impact,-3.492709775,UmTi,-3.613449754,APA,-0.233886445,Yeon,0.879499224,CoreJJ,-0.03847314,-6.499019891
FlyQuest,3/15/2024 21:05,0,Bwipo,-0.84526555,Inspired,-1.931834418,Jensen,2.272461662,Massu,2.785148893,Busio,-1.323572532,0.956938054
Team Liquid,3/15/2024 21:05,1,Impact,10.78518925,UmTi,1.94486808,APA,4.442972869,Yeon,7.138988504,CoreJJ,6.473687429,30.78570613
FlyQuest,3/15/2024 22:02,1,Bwipo,0.873160122,Inspired,1.892473761,Jensen,10.5420787,Massu,1.646001335,Busio,2.846206815,17.79992073
Team Liquid,3/15/2024 22:02,0,Impact,2.424026645,UmTi,1.359073054,APA,-1.744565674,Yeon,-1.918101594,CoreJJ,1.389546386,1.509978816
Team Liquid,3/15/2024 22:54,1,Impact,2.809513742,UmTi,5.197279348,APA,-1.499772721,Yeon,1.454519923,CoreJJ,4.112929804,12.0744701
FlyQuest,3/15/2024 22:54,0,Bwipo,-1.12452264,Inspired,-2.861335983,Jensen,-0.338518884,Massu,-0.619432017,Busio,-2.551361372,-7.495170895
FlyQuest,3/15/2024 23:43,1,Bwipo,5.771520178,Inspired,3.183968664,Jensen,2.635618165,Massu,9.407706584,Busio,3.764831764,24.76364535
Team Liquid,3/15/2024 23:43,0,Impact,-0.392853601,UmTi,-0.947444283,APA,1.518176569,Yeon,-3.000028071,CoreJJ,0.588361888,-2.233787498
LNG Esports,3/16/2024 9:16,1,Zika,3.113265005,Weiwei,4.0223041,Scout,3.839450959,GALA,3.17402417,Hang,0.165443763,14.314488
LNG Esports,3/16/2024 10:17,1,Zika,5.709333428,Weiwei,5.611155236,Scout,7.124189825,GALA,3.731464854,Hang,5.366077387,27.54222073
Bilibili Gaming,3/16/2024 11:18,1,Bin,7.855181911,Xun,6.89145777,knight,6.535120257,Elk,0.554456851,ON,4.677836896,26.51405369
Weibo Gaming,3/16/2024 11:18,0,Zdz,-5.98605256,Xiaohao,-4.37809064,Xiaohu,-2.068090371,Light,-1.474191768,Crisp,-3.728194297,-17.63461964
Weibo Gaming,3/16/2024 12:13,0,Zdz,-2.339869528,Youdang,-4.804552248,Xiaohu,-3.954730484,Light,-4.105170246,Crisp,-2.898690382,-18.10301289
Bilibili Gaming,3/16/2024 12:13,1,Bin,-0.83146563,Xun,2.301070863,knight,5.070388233,Elk,2.458285601,ON,5.801465076,14.79974414
Fnatic,3/16/2024 17:04,1,Oscarinin,7.933414429,Razork,1.902945709,Humanoid,5.085714214,Noah,4.007290397,Jun,3.243279198,22.17264395
G2 Esports,3/16/2024 17:48,1,BrokenBlade,5.32829972,Yike,3.420820348,Caps,4.82030163,Hans Sama,3.092102061,Mikyx,-0.296817121,16.36470664
