Team,Date,Score
Fnatic,2024-01-13,5950.65505
Fnatic,2024-01-14,4638.218776
Fnatic,2024-01-15,-6401.215649
Fnatic,2024-01-20,-4007.090284
Fnatic,2024-01-21,3286.743979
Fnatic,2024-01-22,3380.968635
Fnatic,2024-01-27,-212.3942679
Fnatic,2024-01-28,-2659.143755
Fnatic,2024-01-29,9663.714216
Fnatic,2024-02-04,5398.410359
Fnatic,2024-02-04,718.7900249
Fnatic,2024-02-05,-7803.011032
Fnatic,2024-02-05,7069.780071
Fnatic,2024-02-05,-3816.861966
Fnatic,2024-02-12,-3794.636649
Fnatic,2024-02-12,3333.944043
Fnatic,2024-02-12,3431.745895
Fnatic,2024-02-16,283.0950791
Fnatic,2024-02-16,7161.651323
Fnatic,2024-02-16,-3999.70842
Fnatic,2024-02-16,5272.041565
Fnatic,2024-02-16,380.661952
Fnatic,2024-03-09,6141.198047
Fnatic,2024-03-10,7704.589566
Fnatic,2024-03-11,-4770.115935
Fnatic,2024-03-16,6667.522967
Fnatic,2024-03-17,13994.30095
Fnatic,2024-03-18,4787.744133
Fnatic,2024-03-22,-7100.93904
Fnatic,2024-03-23,3825.056286
Fnatic,2024-03-25,-5192.864289
Fnatic,2024-03-30,6774.876445
Fnatic,2024-03-30,4044.954017
Fnatic,2024-04-01,-7142.567854
Fnatic,2024-04-01,-3358.19004
Fnatic,2024-04-06,-2756.457585
Fnatic,2024-04-06,7858.188261
Fnatic,2024-04-06,5757.782795
Fnatic,2024-04-08,-7308.390975
Fnatic,2024-04-08,5591.482913
Fnatic,2024-04-08,11981.39831
Fnatic,2024-04-08,7899.910567
Fnatic,2024-04-13,-7191.437457
Fnatic,2024-04-13,-3250.012908
Fnatic,2024-04-13,7633.657399
Fnatic,2024-04-13,5066.016107
Fnatic,2024-04-13,7343.8938
Fnatic,2024-04-14,10245.79547
Fnatic,2024-04-14,208.0821288
Fnatic,2024-04-14,-2281.561723
Fnatic,2024-04-14,-671.5752868
Fnatic,2024-05-02,8057.124844
Fnatic,2024-05-02,8930.727392
Fnatic,2024-05-03,-3082.48236
Fnatic,2024-05-03,7416.680276
Fnatic,2024-05-03,-4424.598482
Fnatic,2024-05-05,8727.383933
Fnatic,2024-05-05,5521.590189
Fnatic,2024-05-08,-4413.269669
Fnatic,2024-05-08,-2953.219986
Fnatic,2024-05-08,-5774.869472
Fnatic,2024-05-11,-6825.662211
Fnatic,2024-05-11,4239.543357
Fnatic,2024-05-11,-5820.195872
Fnatic,2024-05-11,-4840.646977
Fnatic,2024-06-08,4170.665892
Fnatic,2024-06-09,4725.002718
Fnatic,2024-06-10,5156.442957
Fnatic,2024-06-15,6336.179407
Fnatic,2024-06-16,6194.354784
Fnatic,2024-06-22,8248.72324
Fnatic,2024-06-23,-5259.097071
Fnatic,2024-06-29,-4479.459016
Fnatic,2024-06-30,-2323.832941
Fnatic,2024-07-04,-4431.397617
Fnatic,2024-07-04,-314.3008138
Fnatic,2024-07-13,-3173.45854
Fnatic,2024-07-13,3555.505819
Fnatic,2024-07-13,9485.16237
Fnatic,2024-07-14,5434.244581
Fnatic,2024-07-14,10926.21695
Fnatic,2024-07-22,-4968.257853
Fnatic,2024-07-22,3784.798352
Fnatic,2024-07-22,9154.190362
Fnatic,2024-07-22,-753.0466306
Fnatic,2024-07-22,6381.721717
Fnatic,2024-07-28,-1742.431475
Fnatic,2024-07-28,270.9705524
Fnatic,2024-07-28,-1218.54702
Fnatic,2024-08-10,8411.908838
Fnatic,2024-08-10,3458.277438
Fnatic,2024-08-10,2441.171762
Fnatic,2024-08-24,-6464.718944
Fnatic,2024-08-24,7855.444982
Fnatic,2024-08-24,1700.000185
Fnatic,2024-08-24,-760.1223714
Fnatic,2024-08-24,1588.583422
Fnatic,2024-09-01,1161.289131
Fnatic,2024-09-01,7061.6598
Fnatic,2024-09-01,-2607.770927
Fnatic,2024-09-01,-3388.446953
