league,date,game,position,playername,teamname,champion,gamelength,result,kills,deaths,assists,kda,killparticipation,firstbloodkill,firstbloodassist,firstbloodvictim,dpm,damageshare,damagetakenperminute,wpm,wcpm,vspm,earnedgoldshare,cspm
LCK,2/25/2024 8:08,2,top,Kingen,Dplus KIA,Gnar,2299,0,2,3,0,0.666666667,0.666666667,0,0,0,491.7703,0.247573,651.4137,0.4959,0.3132,1.4354,0.276899,9.7347
LJL,2/25/2024 9:19,1,top,Evi,Fukuoka SoftBank HAWKS gaming,Smolder,1806,1,7,3,4,3.666666667,0.578947368,0,0,0,1089.0365,0.31176,636.3787,0.4983,0.2658,1.6279,0.212997,9.0033
LPL,2/25/2024 9:40,1,top,Zdz,Weibo Gaming,K'Sante,1435,1,3,0,2,5,0.5,0,,,585.1986,0.24482,807.554,0.2927,0.2091,0.7944,0.19049,7.5679
VCS,2/25/2024 10:06,1,top,Kiaya,GAM Esports,Smolder,2454,1,7,0,3,10,0.833333333,0,0,0,726.3814,0.401739,267.2861,0.6601,0.3178,1.6137,0.296189,10.3178
LJL,2/25/2024 10:12,2,top,Evi,Fukuoka SoftBank HAWKS gaming,Smolder,1529,1,5,2,8,6.5,0.590909091,0,0,1,887.2073,0.297828,578.4957,0.3924,0.0785,1.1772,0.209949,9.6534
LPL,2/25/2024 10:23,2,top,Zdz,Weibo Gaming,K'Sante,1708,0,1,5,7,1.6,0.8,0,,,567.26,0.224383,1069.3208,0.2108,0.1756,0.7377,0.198133,7.6581
LJL,2/25/2024 11:03,3,top,Evi,Fukuoka SoftBank HAWKS gaming,Aatrox,1577,1,5,3,7,4,0.5,1,0,0,660.4566,0.222005,946.1129,0.4185,0.0761,1.1034,0.194412,7.3811
VCS,2/25/2024 11:06,2,top,Kiaya,GAM Esports,K'Sante,1608,1,2,3,7,3,0.346153846,0,0,0,530.709,0.173769,886.7537,0.4851,0.0373,0.8582,0.162125,7.6119
LPL,2/25/2024 11:11,3,top,Zdz,Weibo Gaming,K'Sante,1665,0,2,5,1,0.6,0.6,0,,1,569.4054,0.2562,932.6126,0.4685,0.0721,0.8288,0.218157,6.5586
LPL,2/25/2024 11:21,1,top,Zika,LNG Esports,Gwen,2697,1,5,1,6,11,0.785714286,0,,,762.3804,0.275167,816.3515,0.2225,0.356,1.2681,0.241306,9.2102
LCK,2/25/2024 11:29,3,top,Kingen,Dplus KIA,K'Sante,2253,1,2,2,7,4.5,0.5,0,0,0,381.1451,0.141713,876.8309,0.3728,0.2397,1.012,0.201756,7.9893
LPL,2/25/2024 12:28,2,top,Zika,LNG Esports,Aatrox,1743,0,4,2,4,4,0.888888889,0,,1,583.7522,0.261195,660.1721,0.2754,0.1377,0.895,0.284897,9.2599
LPL,2/25/2024 13:18,3,top,Zika,LNG Esports,Aatrox,1646,0,2,3,1,1,0.3,0,,,432.9769,0.189426,817.2175,0.3281,0.1458,0.9113,0.233066,8.4569
CBLOL,2/25/2024 19:54,1,top,Wizer,paiN Gaming,Yone,2545,1,4,4,8,3,0.75,0,0,1,564.0943,0.259684,699.6542,0.3301,0.4244,1.0609,0.241429,8.7466
LPL,2/26/2024 9:16,1,top,369,Top Esports,Aatrox,1792,1,3,2,8,5.5,0.578947368,0,,,651.529,0.229148,774.9107,0.2344,0.2009,0.7031,0.242977,9.9442
LPL,2/26/2024 10:08,2,top,369,Top Esports,Jax,1774,0,1,3,2,1,0.428571429,0,,,373.3596,0.148655,671.5333,0.372,0.2706,0.7779,0.224357,9.0643
LPL,2/26/2024 10:56,3,top,369,Top Esports,Aatrox,1757,0,2,3,6,2.666666667,0.8,0,,,767.1258,0.409914,895.2874,0.3415,0.239,1.3318,0.232221,8.3665
LPL,2/27/2024 9:16,1,top,Bin,Bilibili Gaming,Udyr,2122,1,1,0,5,6,0.428571429,0,,,584.0528,0.301106,726.3619,0.3676,0.1414,1.1876,0.183029,7.6626
LPL,2/27/2024 10:12,2,top,Bin,Bilibili Gaming,K'Sante,2195,1,8,1,8,16,0.592592593,0,,1,1357.5854,0.357966,1101.4032,0.3007,0.164,1.0114,0.26206,9.2392
LLA,2/27/2024 23:56,1,top,Summit,Movistar R7,Jax,1964,1,1,2,7,4,0.5,0,0,0,742.8819,0.240151,889.9491,0.5499,0.3055,1.3442,0.218408,10.2648
LLA,2/28/2024 0:52,2,top,Summit,Movistar R7,Renekton,1801,1,4,1,9,13,0.541666667,0,0,0,487.829,0.177045,802.3209,0.4331,0.5997,2.0322,0.241378,8.9617
LCK,2/28/2024 8:08,1,top,Kiin,Gen.G,K'Sante,1960,1,3,0,7,10,0.714285714,0,0,0,447.3061,0.200794,857.602,0.3061,0.0918,0.949,0.199755,8.4184
LCK,2/28/2024 9:02,2,top,Kiin,Gen.G,Twisted Fate,1939,1,5,4,3,2,0.380952381,0,0,0,521.7122,0.191702,470.3765,0.4951,0.3404,1.2378,0.244648,8.7571
LCK,2/28/2024 10:41,1,top,Zeus,T1,Twisted Fate,1801,1,4,6,6,1.666666667,0.769230769,0,0,1,509.5502,0.219054,666.4298,0.5664,0.4331,1.3326,0.233557,7.8623
LPL,2/28/2024 11:17,1,top,Zika,LNG Esports,K'Sante,1973,1,3,0,9,12,0.666666667,0,,,592.7927,0.228051,765.9503,0.3345,0.2129,0.8515,0.220637,8.667
LPL,2/28/2024 12:12,2,top,Zika,LNG Esports,K'Sante,1996,1,1,0,5,6,0.545454545,0,,,207.2345,0.125879,540.3908,0.4208,0.1804,1.1723,0.185494,7.9659
