league,date,game,position,playername,teamname,champion,gamelength,result,kills,deaths,assists,kda,killparticipation,firstbloodkill,firstbloodassist,firstbloodvictim,dpm,damageshare,damagetakenperminute,wpm,wcpm,vspm,earnedgoldshare,cspm
LPL,3/12/2024 13:02,3,bot,GALA,LNG Esports,Smolder,1993,1,9,1,4,13,0.928571429,0,,,958.013,0.505551,318.1234,0.3011,0.2107,0.7225,0.330289,10.5971
CBLOL,6/23/2024 17:05,1,bot,TitaN,paiN Gaming,Zeri,1738,1,13,2,4,8.5,0.708333333,0,0,1,975.8803,0.310089,510.4143,0.3797,0.4488,1.4845,0.298976,9.7008
CBLOL,6/28/2024 19:55,1,bot,TitaN,paiN Gaming,Kai'Sa,2088,1,8,0,6,14,0.823529412,0,1,0,758.0747,0.299958,395.1724,0.4598,0.3736,1.8391,0.265113,9.7414
CBLOL,6/29/2024 18:53,1,bot,TitaN,paiN Gaming,Xayah,1627,1,3,1,6,9,0.6,0,0,0,373.4235,0.150309,393.0055,0.5163,0.4425,1.3276,0.237517,9.1457
LCK,3/13/2024 11:27,1,bot,Aiming,Dplus KIA,Smolder,2159,0,2,2,0,1,0.333333333,0,0,0,733.006,0.364284,822.3529,0.3335,0.5836,1.3062,0.319164,11.2274
LCK,3/13/2024 11:27,1,bot,Gumayusi,T1,Lucian,2159,1,6,0,3,9,0.642857143,0,0,0,1007.661,0.373158,526.1325,0.4169,0.667,1.7786,0.288363,11.0607
LCK,3/13/2024 12:26,2,bot,Aiming,Dplus KIA,Lucian,2292,0,4,4,4,2,0.533333333,0,0,0,517.4869,0.23504,602.801,0.3927,0.7068,1.3874,0.280071,10.6283
LCK,3/13/2024 12:26,2,bot,Gumayusi,T1,Caitlyn,2292,1,8,2,6,7,0.7,0,0,0,763.5864,0.316841,387.4346,1.2827,0.6283,2.8534,0.28118,9.9738
LPL,3/13/2024 12:32,1,bot,Light,Weibo Gaming,Nilah,2003,0,1,3,2,1,0.3,0,,,251.6226,0.113601,652.0619,0.3295,0.2696,0.5691,0.259778,9.1063
LPL,3/13/2024 13:28,2,bot,Light,Weibo Gaming,Tristana,2567,1,5,0,4,9,0.5625,1,,,504.1215,0.222953,415.5123,0.374,0.2805,1.0051,0.297751,10.3545
LPL,3/13/2024 14:30,3,bot,Light,Weibo Gaming,Twisted Fate,1654,1,6,1,4,10,0.769230769,0,,,506.6264,0.283526,332.6119,0.399,0.3628,1.1608,0.289759,9.6493
LPL,3/14/2024 7:16,1,bot,Elk,Bilibili Gaming,Lucian,1888,1,2,2,6,4,0.727272727,0,1,,781.7161,0.313953,354.6928,0.4449,0.6992,1.6843,0.253557,9.947
LPL,3/14/2024 8:08,2,bot,Elk,Bilibili Gaming,Kai'Sa,1938,1,7,1,5,12,0.705882353,0,,,712.4149,0.268118,495.1084,0.4334,0.6192,1.548,0.251242,9.4118
LPL,3/14/2024 11:15,1,bot,JackeyLove,Top Esports,Kalista,1981,1,3,1,3,6,0.6,1,,,433.3266,0.220423,606.2998,0.3937,0.6663,1.999,0.234831,9.6012
LPL,3/14/2024 12:08,2,bot,JackeyLove,Top Esports,Smolder,1697,0,6,2,1,3.5,1,0,,,747.472,0.366139,315.8751,0.3889,0.5657,1.3082,0.290328,8.9806
LPL,3/14/2024 12:57,3,bot,JackeyLove,Top Esports,Zeri,1693,0,1,3,2,1,0.5,0,,,463.5204,0.234009,455.0856,0.4607,0.7797,1.453,0.261352,10.4548
VCS,3/14/2024 13:10,1,bot,Shogun,Vikings Esports,Kalista,1795,0,7,3,0,2.333333333,0.777777778,0,0,0,578.2061,0.335155,523.7883,1.1699,0.5682,1.9387,0.319112,10.0279
VCS,3/14/2024 14:01,2,bot,Shogun,Vikings Esports,Kalista,1942,0,2,4,4,1.5,0.666666667,1,0,0,448.4861,0.179259,571.2667,0.9887,0.6488,2.1318,0.283546,10.4737
LCK,3/15/2024 8:05,1,bot,Peyz,Gen.G,Senna,1909,1,2,1,5,7,0.7,0,0,0,667.9204,0.251798,335.3274,1.4458,0.7543,3.2687,0.146369,2.483
LCK,3/15/2024 8:58,2,bot,Peyz,Gen.G,Senna,1936,1,1,1,12,13,0.684210526,0,0,0,547.7789,0.213106,373.3574,1.3326,0.7438,3.2231,0.149208,2.2934
LCK,3/15/2024 10:35,1,bot,Gumayusi,T1,Kalista,1857,0,1,3,2,1,0.375,0,0,1,186.6559,0.14115,562.5848,0.3554,0.3877,1.1632,0.24735,10.0485
CBLOL,6/30/2024 17:08,1,bot,TitaN,paiN Gaming,Ezreal,1673,1,6,2,4,5,0.714285714,0,0,0,867.902,0.3513,473.5087,0.4662,0.2152,1.1118,0.275077,9.3963
LCK,3/15/2024 11:26,2,bot,Gumayusi,T1,Kalista,1992,1,8,0,6,14,0.736842105,0,0,0,572.1687,0.210487,422.259,0.9639,0.6024,1.7771,0.269326,9.4277
CBLOL,7/12/2024 16:12,1,bot,TitaN,paiN Gaming,Miss Fortune,1644,1,3,1,4,7,0.538461538,0,0,0,617.9197,0.259778,214.9635,0.5474,0.2555,1.2409,0.222774,9.4891
CBLOL,7/13/2024 18:10,1,bot,TitaN,paiN Gaming,Ashe,2445,1,12,6,18,5,0.909090909,1,0,0,1266.2086,0.306469,627.2883,0.3926,0.4417,1.7914,0.266008,8.0736
LCK,3/15/2024 12:20,3,bot,Gumayusi,T1,Zeri,1891,0,1,4,4,1.25,0.555555556,0,0,0,474.8281,0.280338,551.8033,0.5077,0.5711,1.872,0.257233,9.4236
LCS,3/15/2024 20:07,1,bot,Massu,FlyQuest,Kalista,2208,1,11,5,9,4,0.714285714,0,0,0,598.8587,0.179143,680.0272,0.4348,0.1087,1.087,0.240195,7.337
LCS,3/15/2024 20:07,1,bot,Yeon,Team Liquid,Varus,2208,0,8,5,8,3.2,0.888888889,0,0,0,918.9674,0.322291,461.1685,0.3804,0.3533,1.087,0.296607,9.0217
LCS,3/15/2024 21:05,2,bot,Massu,FlyQuest,Senna,2186,0,5,3,13,6,0.9,0,0,0,1124.7941,0.319087,595.7182,1.3724,0.247,2.7447,0.179678,1.8664
LCS,3/15/2024 21:05,2,bot,Yeon,Team Liquid,Varus,2186,1,13,3,13,8.666666667,0.866666667,0,0,0,1436.7612,0.38858,508.1061,0.4117,0.2745,1.0704,0.267956,8.2891
LCS,3/15/2024 22:02,3,bot,Massu,FlyQuest,Kalista,1891,1,6,4,9,3.75,0.652173913,0,0,0,481.9038,0.207898,586.642,0.349,0.2538,1.174,0.233514,7.7419
LCS,3/15/2024 22:02,3,bot,Yeon,Team Liquid,Varus,1891,0,5,5,4,1.8,0.45,0,0,0,662.8239,0.244596,363.0777,0.4759,0.4442,1.5547,0.244675,8.5352
LCS,3/15/2024 22:54,4,bot,Yeon,Team Liquid,Kalista,1702,1,1,2,10,5.5,0.846153846,0,1,0,581.2103,0.216399,504.2891,0.3525,0.564,1.7274,0.214941,8.3901
LCS,3/15/2024 22:54,4,bot,Massu,FlyQuest,Varus,1702,0,0,1,3,3,0.333333333,0,0,0,438.0494,0.200339,397.3678,0.5993,0.1058,0.7051,0.180445,7.262
LCS,3/15/2024 23:43,5,bot,Massu,FlyQuest,Varus,2489,1,11,1,12,23,0.851851852,0,0,0,999.0759,0.366991,334.5199,0.3616,0.3375,1.0366,0.256549,7.4729
LCS,3/15/2024 23:43,5,bot,Yeon,Team Liquid,Kalista,2489,0,5,7,7,1.714285714,0.705882353,0,0,0,797.6215,0.312116,603.7364,0.4098,0.2652,1.4223,0.252126,7.4729
LPL,3/16/2024 9:16,1,bot,GALA,LNG Esports,Varus,2379,1,6,1,5,11,0.846153846,0,1,,706.9105,0.286368,297.5284,0.4288,0.4288,1.2358,0.267364,9.1803
LPL,3/16/2024 10:17,2,bot,GALA,LNG Esports,Kai'Sa,1715,1,7,1,5,12,0.75,0,,1,639.8134,0.302155,448.0933,0.7697,0.4898,1.7843,0.268224,10.1458
LPL,3/16/2024 11:18,1,bot,Elk,Bilibili Gaming,Varus,1719,1,6,4,7,3.25,0.565217391,0,1,,581.3264,0.210718,489.0401,0.8726,0.4887,1.6405,0.247427,8.9703
LPL,3/16/2024 11:18,1,bot,Light,Weibo Gaming,Zeri,1719,0,2,3,4,2,0.666666667,0,,,475.0785,0.228136,478.4991,0.349,0.4538,1.0471,0.272,9.7382
LPL,3/16/2024 12:13,2,bot,Light,Weibo Gaming,Lucian,1852,0,3,4,0,0.75,0.375,0,,,627.2786,0.255133,671.1447,0.3564,0.2592,0.8423,0.280028,8.4557
LPL,3/16/2024 12:13,2,bot,Elk,Bilibili Gaming,Zeri,1852,1,6,1,4,10,0.454545455,1,,,870.7127,0.262613,464.4492,0.3888,0.8099,1.7171,0.293605,11.4039
LEC,3/16/2024 17:04,1,bot,Noah,Fnatic,Zeri,1626,1,7,1,5,12,0.705882353,0,0,0,551.6974,0.242908,236.1255,0.4059,0.8118,2.0664,0.269475,11.2546
LEC,3/16/2024 17:48,1,bot,Hans Sama,G2 Esports,Draven,1792,1,5,1,5,10,0.769230769,0,0,1,399.2076,0.203767,325.4799,0.5357,0.5357,1.7411,0.302223,9.9442
LEC,3/16/2024 18:35,1,bot,Supa,MAD Lions KOI,Varus,2340,0,4,3,4,2.666666667,0.571428571,0,0,0,490.7692,0.245637,464.8462,0.2821,0.2308,1.0256,0.255254,9.3333
CBLOL,7/14/2024 17:00,1,bot,TitaN,paiN Gaming,Xayah,1755,1,4,0,4,8,0.727272727,1,0,0,832.4786,0.297746,456.2735,0.4103,0.2051,0.8889,0.277186,10.359
LCK,3/17/2024 9:54,1,bot,Aiming,Dplus KIA,Kalista,1934,1,6,1,8,14,0.666666667,0,1,0,618.5832,0.229187,549.5863,0.8066,0.5274,2.1406,0.246518,10.0207
LCK,3/17/2024 9:54,1,bot,Peyz,Gen.G,Lucian,1934,0,1,4,4,1.25,0.625,0,0,0,649.2658,0.286011,523.3402,0.4343,0.3413,0.9617,0.231879,9.4312
LCK,3/17/2024 10:49,2,bot,Peyz,Gen.G,Varus,2187,1,5,0,5,10,0.909090909,0,0,0,664.3347,0.323224,234.4856,0.5213,0.439,1.6461,0.251348,8.9986
LCK,3/17/2024 10:49,2,bot,Aiming,Dplus KIA,Jinx,2187,0,1,1,2,3,0.75,0,0,0,421.1797,0.326986,428.0658,0.3567,0.6584,1.9204,0.327662,10.6173
LPL,3/17/2024 11:18,1,bot,JackeyLove,Top Esports,Smolder,1722,1,8,4,7,3.75,0.681818182,0,,1,975.8885,0.254592,654.3206,0.4181,0.4878,1.3589,0.262665,9.6167
LCK,3/17/2024 11:49,3,bot,Aiming,Dplus KIA,Xayah,2558,0,1,2,10,5.5,0.785714286,0,0,0,876.6615,0.381467,458.2799,0.3518,0.6333,1.5012,0.290363,10.8131
LCK,3/17/2024 11:49,3,bot,Peyz,Gen.G,Lucian,2558,1,3,3,8,3.666666667,0.6875,0,0,0,1026.0751,0.361389,545.1368,0.4926,0.7037,1.5715,0.267259,10.5082
LPL,3/17/2024 12:08,2,bot,JackeyLove,Top Esports,Varus,1500,1,6,2,6,6,0.666666667,1,,,459,0.210621,301.36,0.44,0.48,1.2,0.264216,8.72
LEC,3/17/2024 17:52,1,bot,Supa,MAD Lions KOI,Sivir,1979,0,1,3,2,1,0.6,0,1,0,834.9368,0.400666,498.949,0.2122,0.4851,0.8186,0.289974,10.0354
LEC,3/17/2024 19:38,1,bot,Noah,Fnatic,Kai'Sa,2022,1,9,0,7,16,0.64,0,0,0,932.2849,0.35131,424.6291,0.3858,0.5638,1.3056,0.275765,9.9703
LEC,3/17/2024 19:38,1,bot,Hans Sama,G2 Esports,Smolder,2022,0,4,3,2,2,1,0,0,0,1118.1602,0.480717,456.2315,0.2671,0.3561,0.8309,0.335468,11.8694
CBLOL,7/20/2024 16:13,1,bot,TitaN,paiN Gaming,Ezreal,1939,0,3,2,3,3,1,0,0,0,1076.0701,0.364487,520.722,0.4023,0.2785,0.8974,0.283924,9.3141
LCS,3/17/2024 20:06,1,bot,Yeon,Team Liquid,Smolder,1882,1,8,1,3,11,0.916666667,0,0,1,608.1934,0.358671,216.3124,0.3826,0.1913,1.1477,0.308824,10.712
LCS,3/17/2024 20:58,2,bot,Yeon,Team Liquid,Senna,1522,1,4,0,15,19,0.904761905,1,0,0,905.4402,0.256775,357.8712,0.4336,0.2365,0.9067,0.212663,7.1353
LCS,3/17/2024 21:43,3,bot,Yeon,Team Liquid,Zeri,1656,1,7,1,5,12,0.631578947,0,1,0,621.8478,0.213574,456.1957,0.471,0.5797,1.4855,0.248563,9.4565
LEC,3/18/2024 16:58,1,bot,Noah,Fnatic,Varus,1732,1,2,6,13,2.5,0.75,0,0,1,525.2425,0.199752,478.7875,0.3811,0.1732,0.8661,0.225436,8.8337
LEC,3/18/2024 17:44,1,bot,Hans Sama,G2 Esports,Draven,1656,1,4,1,7,11,0.647058824,0,0,0,423.1884,0.166643,434.0942,0.3623,0.4348,1.1957,0.243691,9.5652
LEC,3/18/2024 18:28,1,bot,Supa,MAD Lions KOI,Jinx,1700,1,7,2,12,9.5,0.826086957,0,1,0,850.1294,0.305011,534,0.2824,0.1765,0.8471,0.241199,9.1412
LPL,3/19/2024 9:18,1,bot,Light,Weibo Gaming,Jinx,1677,0,4,3,3,2.333333333,0.777777778,0,1,,563.3631,0.29203,411.3417,0.2862,0.2504,0.8229,0.313851,10.7692
LPL,3/19/2024 10:06,2,bot,Light,Weibo Gaming,Varus,1735,1,4,0,4,8,0.666666667,0,,,421.1066,0.244279,112.3573,0.2767,0.2767,1.072,0.241922,9.5101
LPL,3/19/2024 10:55,3,bot,Light,Weibo Gaming,Zeri,2367,0,7,3,2,3,0.818181818,0,,,829.1762,0.354021,488.289,0.3042,0.4563,1.1914,0.302079,10.2915
LLA,3/19/2024 22:04,1,bot,Ceo,Movistar R7,Xayah,1615,1,1,0,7,8,0.444444444,0,0,0,652.2353,0.204544,359.1455,0.483,0.1486,1.1146,0.246876,10.2539
LLA,3/19/2024 22:52,2,bot,Ceo,Movistar R7,Xayah,1520,1,3,0,8,11,0.55,0,0,0,582.3947,0.198147,374.9211,0.5132,0.3158,1.3816,0.223836,10.3421
LLA,3/19/2024 23:37,3,bot,Ceo,Movistar R7,Lucian,2263,0,2,5,6,1.6,0.615384615,0,0,0,917.8436,0.315414,742.7486,0.5568,0.2386,1.1931,0.22841,7.8745
LLA,3/20/2024 0:33,4,bot,Ceo,Movistar R7,Kalista,1804,0,1,3,0,0.333333333,0.2,0,0,0,369.1131,0.163844,505.7095,0.5654,0.4989,1.3636,0.23906,8.8137
LLA,3/20/2024 1:22,5,bot,Ceo,Movistar R7,Varus,2077,0,0,5,5,1,0.555555556,0,0,0,314.3572,0.147791,505.2768,0.52,0.2311,1.1844,0.226367,9.0708
LCK,3/20/2024 8:06,1,bot,Peyz,Gen.G,Zeri,1500,1,6,1,4,10,0.714285714,1,0,0,726.28,0.309408,486.12,0.32,0.52,1.32,0.256268,11.68
LCK,3/20/2024 8:52,2,bot,Peyz,Gen.G,Lucian,1795,1,8,3,4,4,0.666666667,0,0,0,862.8969,0.340437,702.9192,0.5348,0.8357,1.3036,0.291349,10.195
PCS,3/20/2024 9:09,1,bot,Betty,PSG Talon,Kalista,1649,0,0,2,1,0.5,0.25,0,0,1,462.3893,0.205365,596.2887,0.2547,0.2911,0.7641,0.22077,8.6962
LPL,3/20/2024 9:17,1,bot,GALA,LNG Esports,Lucian,1747,1,5,0,7,12,1,0,,,874.8598,0.335351,351.4139,0.3434,0.6869,1.4081,0.289579,10.7499
PCS,3/20/2024 10:03,2,bot,Betty,PSG Talon,Kalista,1475,1,1,2,14,7.5,0.714285714,0,1,0,731.7559,0.224568,438.1831,0.4475,0.3661,1.261,0.208715,8.6644
LPL,3/20/2024 10:07,2,bot,GALA,LNG Esports,Senna,1998,1,4,2,14,9,0.857142857,0,,,573.964,0.175827,394.6847,1.2913,0.8108,2.973,0.152803,1.982
LCK,3/20/2024 10:35,1,bot,Gumayusi,T1,Senna,1379,1,1,1,13,14,0.666666667,0,1,0,302.1755,0.103135,252.0087,0.9572,0.4786,2.7411,0.147457,3.3503
PCS,3/20/2024 10:53,3,bot,Betty,PSG Talon,Zeri,1582,1,8,2,9,8.5,0.772727273,0,0,0,892.4147,0.27158,480.8344,1.0999,0.6827,2.3135,0.294354,10.9608
LPL,3/20/2024 11:17,1,bot,Elk,Bilibili Gaming,Lucian,1450,1,5,2,5,5,0.555555556,1,,,930.9103,0.285406,469.3655,0.4552,0.4966,1.4483,0.255094,10.3034
LCK,3/20/2024 11:21,2,bot,Gumayusi,T1,Varus,2964,1,8,4,5,3.25,0.590909091,0,0,0,952.3887,0.344841,504.3725,0.668,0.3036,1.9028,0.271283,10.2227
PCS,3/20/2024 11:44,4,bot,Betty,PSG Talon,Zeri,1977,1,10,2,12,11,0.916666667,0,0,0,915.4173,0.308592,565.3111,0.5463,0.7284,2.0637,0.271609,10.6222
LPL,3/20/2024 12:02,2,bot,Elk,Bilibili Gaming,Smolder,1929,0,4,9,2,0.666666667,0.666666667,0,,,798.6003,0.297918,686.9362,0.4044,0.2177,1.3064,0.251223,9.2068
LPL,3/20/2024 12:55,3,bot,Elk,Bilibili Gaming,Kai'Sa,1564,1,8,2,6,7,0.666666667,0,1,,836.509,0.290811,505.4731,0.7673,0.422,1.5729,0.260613,10.8184
CBLOL,7/21/2024 19:44,1,bot,TitaN,paiN Gaming,Sivir,1730,0,0,5,1,0.2,0.166666667,0,0,0,269.0636,0.13721,552.7977,0.4855,0.2428,1.3179,0.203794,8.7399
CBLOL,7/27/2024 18:00,1,bot,TitaN,paiN Gaming,Jhin,1704,1,11,0,12,23,0.821428571,0,1,0,919.8944,0.252053,545.2465,0.5282,0.3521,1.4437,0.26844,9.0845
CBLOL,7/28/2024 17:19,1,bot,TitaN,paiN Gaming,Jhin,1860,1,6,1,10,16,0.842105263,0,1,0,786.4194,0.255237,544.7419,0.4516,0.3548,1.3548,0.261841,9.129
LCK,3/21/2024 11:32,1,bot,Aiming,Dplus KIA,Kalista,2199,0,9,4,4,3.25,0.684210526,1,0,0,690.0136,0.242734,503.4379,0.7367,0.4911,1.6917,0.296859,10.6958
LCK,3/21/2024 12:33,2,bot,Aiming,Dplus KIA,Kalista,2095,0,0,1,0,0,0,0,0,0,191.1408,0.185942,330.1002,0.3723,0.4869,1.3174,0.251927,9.7375
LCK,3/22/2024 8:05,1,bot,Peyz,Gen.G,Kalista,1636,1,8,0,5,13,0.565217391,1,0,0,461.6259,0.158744,411.2714,0.4401,0.2934,1.2836,0.262028,10.4156
LCK,3/22/2024 8:54,2,bot,Peyz,Gen.G,Varus,1951,1,7,2,14,10.5,0.875,0,0,0,803.4341,0.242874,479.3234,0.4613,0.2768,1.1379,0.272761,8.8262
LPL,3/22/2024 9:35,1,bot,JackeyLove,Top Esports,Draven,1826,1,12,2,6,9,0.782608696,1,,,1063.2749,0.324297,637.8532,0.2629,0.4929,1.3143,0.369949,9.6605
LPL,3/22/2024 10:25,2,bot,JackeyLove,Top Esports,Lucian,1604,1,2,2,6,4,0.666666667,0,,,939.5012,0.339167,535.9601,0.4489,0.4115,1.4214,0.231073,9.7631
LPL,3/22/2024 11:19,1,bot,Light,Weibo Gaming,Lucian,2369,1,5,0,5,10,0.909090909,0,,,759.2317,0.303257,505.7324,0.3546,0.8105,1.165,0.276851,9.9029
LPL,3/22/2024 12:21,2,bot,Light,Weibo Gaming,Varus,1372,1,4,0,4,8,0.727272727,1,,,488.484,0.220139,241.7055,0.9184,0.3499,1.6181,0.237812,9.1837
LEC,3/22/2024 16:50,1,bot,Noah,Fnatic,Jinx,2164,0,1,3,4,1.666666667,0.625,0,0,0,487.8189,0.193266,438.0499,0.4159,0.3327,1.1645,0.289028,10.2865
LEC,3/22/2024 17:44,1,bot,Hans Sama,G2 Esports,Draven,1688,1,6,0,4,10,0.666666667,0,0,0,603.8033,0.219933,340.5213,0.4976,0.5332,1.4573,0.314025,10.3436
LEC,3/22/2024 18:29,1,bot,Supa,MAD Lions KOI,Senna,1950,0,0,2,0,0,0,0,0,0,668.5846,0.333466,446.9231,0.9231,0.5538,2.0923,0.168351,2
LCS,3/22/2024 20:08,1,bot,Yeon,Team Liquid,Xayah,1481,1,9,1,9,18,0.857142857,1,0,0,813.3828,0.2607,594.2066,0.3646,0.1215,0.8508,0.263687,9.1155
LCS,3/22/2024 20:51,2,bot,Yeon,Team Liquid,Xayah,2126,0,5,4,5,2.5,0.625,0,0,0,855.7761,0.30832,580.8655,0.4233,0.1976,0.7902,0.276844,9.7084
CBLOL,8/10/2024 16:19,1,bot,TitaN,paiN Gaming,Ezreal,1888,1,10,3,10,6.666666667,0.869565217,0,0,0,1015.1377,0.358443,622.9767,0.4449,0.2542,1.0487,0.279625,9.375
LCS,3/22/2024 21:46,3,bot,Yeon,Team Liquid,Smolder,2371,1,18,3,10,9.333333333,0.933333333,0,1,0,1448.0472,0.416621,451.531,0.4049,0.2784,1.0122,0.352305,9.3631
CBLOL,8/10/2024 17:16,2,bot,TitaN,paiN Gaming,Ezreal,1657,1,14,4,7,5.25,0.807692308,1,0,0,1354.7254,0.391362,745.166,0.3621,0.1448,0.7604,0.277345,8.618
LCS,3/22/2024 22:49,4,bot,Yeon,Team Liquid,Xayah,1711,1,4,2,15,9.5,0.826086957,0,0,0,1107.0018,0.320533,528.2525,0.3507,0.2455,0.6312,0.256439,9.1175
CBLOL,8/10/2024 18:07,3,bot,TitaN,paiN Gaming,Ashe,1783,1,5,1,10,15,0.9375,0,0,0,651.318,0.24614,323.7241,0.4038,0.5721,1.4807,0.279088,9.5233
CBLOL,8/18/2024 16:19,1,bot,TitaN,paiN Gaming,Jhin,1765,1,2,2,16,9,0.72,0,1,0,557.3031,0.174731,440.9065,0.5439,0.17,1.1218,0.198771,8.0907
CBLOL,8/18/2024 17:11,2,bot,TitaN,paiN Gaming,Ashe,1958,1,4,3,10,4.666666667,0.736842105,0,0,0,523.8202,0.179674,540.7661,0.429,0.2758,1.287,0.249427,9.3156
LCK,3/23/2024 6:08,1,bot,Aiming,Dplus KIA,Aphelios,1955,0,1,3,5,2,0.75,0,0,0,798.3836,0.374906,482.7621,0.2762,0.3069,0.89,0.274667,10.8031
LCK,3/23/2024 7:03,2,bot,Aiming,Dplus KIA,Jinx,1999,0,1,4,4,1.25,0.555555556,0,0,0,380.5603,0.206613,464.8724,0.3302,0.5703,1.2306,0.22843,9.3947
CBLOL,8/18/2024 18:06,3,bot,TitaN,paiN Gaming,Miss Fortune,1410,0,2,4,3,1.25,0.625,0,1,0,548.9362,0.241131,455.4468,0.4255,0.2128,0.8936,0.226879,8.4255
LCK,3/23/2024 8:46,1,bot,Gumayusi,T1,Lucian,1574,1,8,0,3,11,0.785714286,1,0,0,1009.136,0.346878,350.7751,0.5337,0.8005,1.8679,0.304233,10.5591
LPL,3/23/2024 9:18,1,bot,GALA,LNG Esports,Varus,1809,1,3,2,8,5.5,0.458333333,1,,,564.5771,0.232533,365.6385,0.5638,0.3317,1.6584,0.210026,8.524
LCK,3/23/2024 9:32,2,bot,Gumayusi,T1,Aphelios,1806,1,4,2,3,3.5,0.538461538,0,0,1,602.2591,0.221232,317.0432,0.4319,0.6977,1.6279,0.230763,9.7342
LPL,3/23/2024 10:07,2,bot,GALA,LNG Esports,Varus,1906,1,11,1,5,16,0.8,0,,,909.7901,0.322958,271.9517,0.5037,0.4722,1.4795,0.300968,8.7513
LPL,3/23/2024 11:17,1,bot,Elk,Bilibili Gaming,Lucian,1987,1,5,2,8,6.5,0.565217391,0,,,1110.468,0.325256,603.7443,0.4227,0.4227,1.4494,0.265761,9.7836
LPL,3/23/2024 12:10,2,bot,Elk,Bilibili Gaming,Zeri,1735,1,3,0,5,8,0.727272727,1,,,686.0749,0.339857,550.6859,0.3458,0.6225,1.4524,0.267898,10.5476
LEC,3/23/2024 16:05,1,bot,Noah,Fnatic,Zeri,2039,1,12,2,9,10.5,0.807692308,0,0,0,1552.2903,0.343753,644.1393,0.4708,0.7062,1.8833,0.31018,10.8877
LEC,3/23/2024 17:55,1,bot,Supa,MAD Lions KOI,Smolder,1806,1,12,3,7,6.333333333,0.95,1,0,0,1090.6645,0.309378,577.6412,0.2658,0.4651,0.9302,0.269473,7.9734
LEC,3/23/2024 18:42,1,bot,Hans Sama,G2 Esports,Smolder,2226,0,2,4,4,1.5,1,0,0,1,743.0458,0.385493,454.8787,0.3504,0.1887,0.9434,0.290259,10.027
LCS,3/23/2024 20:10,1,bot,Massu,FlyQuest,Senna,2202,1,4,3,12,5.333333333,0.941176471,0,0,1,641.1172,0.229278,324.5504,1.5531,0.3815,3.2698,0.15258,1.3079
LCS,3/23/2024 21:07,2,bot,Massu,FlyQuest,Varus,1590,1,5,1,5,10,1,0,1,0,599.8113,0.253041,309.5849,0.4528,0.3396,1.434,0.243225,8.7925
LCS,3/23/2024 21:55,3,bot,Massu,FlyQuest,Kai'Sa,1961,1,9,1,3,12,0.75,0,0,0,949.5665,0.329036,433.9215,0.3672,0.4589,1.438,0.275446,9.6685
PCS,3/24/2024 9:07,1,bot,Marble,Fukuoka SoftBank HAWKS gaming,Senna,1884,0,3,3,1,1.333333333,0.8,0,1,0,590.9873,0.225231,446.2739,1.3057,0.6688,3.3121,0.166858,1.7197
PCS,3/24/2024 9:07,1,bot,Betty,PSG Talon,Smolder,1884,1,8,1,6,14,0.608695652,0,0,1,933.4395,0.302262,488.1529,0.3503,0.1592,0.9236,0.253988,10.9236
LPL,3/24/2024 9:27,1,bot,JackeyLove,Top Esports,Kalista,2609,0,5,6,3,1.333333333,0.615384615,1,,,542.8057,0.211699,668.0951,0.368,0.6899,1.4488,0.284865,10.0038
PCS,3/24/2024 10:04,2,bot,Marble,Fukuoka SoftBank HAWKS gaming,Senna,2018,1,4,2,11,7.5,0.882352941,0,0,0,447.5619,0.185679,278.6819,1.3677,0.4757,3.2408,0.182895,1.5461
PCS,3/24/2024 10:04,2,bot,Betty,PSG Talon,Smolder,2018,0,4,2,3,3.5,0.777777778,0,0,0,1019.1675,0.389806,503.3102,0.3271,0.2379,0.892,0.266201,9.8117
LPL,3/24/2024 10:33,2,bot,JackeyLove,Top Esports,Kalista,1973,1,4,2,3,3.5,0.466666667,0,,,440.3142,0.201388,594.9823,0.3649,0.6082,1.4901,0.245752,9.4273
PCS,3/24/2024 11:03,3,bot,Betty,PSG Talon,Smolder,1429,1,5,1,2,7,0.583333333,0,0,0,935.0175,0.39963,396.529,0.3779,0.3779,1.0917,0.271568,10.7068
PCS,3/24/2024 11:03,3,bot,Marble,Fukuoka SoftBank HAWKS gaming,Zeri,1429,0,1,2,1,1,0.5,0,0,0,410.8467,0.288362,405.2204,0.3779,0.3359,0.9237,0.2438,9.4052
LPL,3/24/2024 11:26,3,bot,JackeyLove,Top Esports,Lucian,1646,1,3,1,4,7,0.875,0,,,817.1446,0.32495,529.1738,0.4739,0.401,1.4945,0.291105,9.9514
PCS,3/24/2024 11:53,4,bot,Marble,Fukuoka SoftBank HAWKS gaming,Smolder,1822,1,9,0,6,15,0.75,0,0,0,831.2404,0.290596,155.1701,0.461,0.4281,1.4819,0.289821,10.0439
PCS,3/24/2024 11:53,4,bot,Betty,PSG Talon,Lucian,1822,0,5,4,1,1.5,0.857142857,1,0,0,787.1789,0.34646,642.1844,0.3952,0.5269,1.416,0.321183,8.7925
PCS,3/24/2024 12:51,5,bot,Betty,PSG Talon,Kalista,2282,1,7,1,10,17,0.85,0,1,0,719.3164,0.302844,490.3856,0.2366,0.3155,1.1832,0.290856,9.5706
PCS,3/24/2024 12:51,5,bot,Marble,Fukuoka SoftBank HAWKS gaming,Ashe,2282,0,2,1,10,12,0.923076923,0,0,0,545.6266,0.193777,250.8852,0.3418,0.184,0.894,0.268498,9.0447
