league,date,game,position,playername,teamname,champion,gamelength,result,kills,deaths,assists,kda,killparticipation,firstbloodkill,firstbloodassist,firstbloodvictim,dpm,damageshare,damagetakenperminute,wpm,wcpm,vspm,earnedgoldshare,cspm
VCS,2/23/2024 11:09,2,sup,Elio,GAM Esports,Milio,1602,0,1,2,6,3.5,0.875,0,0,0,140.5993,0.0566873,502.2846,1.3858,0.1873,2.6966,0.1017,0.9738
LPL,2/23/2024 11:18,1,sup,Hang,LNG Esports,Tahm Kench,1565,0,0,1,1,1,0.5,0,,,192.4217,0.101241,772.754,0.2684,0,0.5367,0.173008,6.2875
LPL,2/23/2024 11:18,1,sup,Meiko,Top Esports,Renata Glasc,1565,1,0,0,8,8,0.727272727,0,,,171.0671,0.0730439,306.4026,1.1118,0.2684,2.262,0.108316,0.6901
LCK,2/23/2024 11:49,1,sup,Delight,Hanwha Life Esports,Alistar,1499,1,0,0,11,11,0.733333333,0,0,0,80.1734,0.0400937,362.2415,1.481,0.5203,3.0821,0.0967376,1.6811
LPL,2/23/2024 12:06,2,sup,Meiko,Top Esports,Nami,1761,1,1,0,11,12,0.705882353,0,,,248.552,0.103291,372.368,1.4651,0.3407,2.8279,0.0979174,0.8177
LPL,2/23/2024 12:06,2,sup,Hang,LNG Esports,Milio,1761,0,0,4,1,0.25,0.333333333,0,,,89.8467,0.0437643,469.4719,1.3969,0.5792,3.3731,0.0970017,1.2606
LCK,2/23/2024 12:37,2,sup,Delight,Hanwha Life Esports,Rakan,1804,1,0,2,15,7.5,0.75,0,0,0,145.6098,0.0549289,343.8359,2.0288,0.4989,3.7251,0.0999569,1.1641
LCK,2/24/2024 6:06,1,sup,Keria,T1,Nautilus,1883,1,0,1,11,11,0.846153846,0,1,0,257.3978,0.111582,497.1429,0.6691,0.0637,0.9878,0.177704,8.1572
LCK,2/24/2024 7:00,2,sup,Keria,T1,Alistar,1923,1,0,2,11,5.5,0.6875,0,0,0,179.7192,0.0807379,476.8799,1.9345,0.2184,3.3697,0.092482,0.8424
LCK,2/24/2024 8:41,1,sup,Lehends,Gen.G,Alistar,2103,1,0,2,12,6,0.666666667,0,0,0,64.9929,0.025811,506.4765,1.7974,0.428,3.4807,0.0918037,1.2553
LCK,2/24/2024 9:37,2,sup,Lehends,Gen.G,Alistar,1691,1,0,4,2,0.5,0.181818182,0,1,0,57.126,0.025507,496.9604,2.4837,0.1064,3.1934,0.0674332,0.8161
LPL,2/24/2024 11:19,1,sup,ON,Bilibili Gaming,Lux,2515,1,1,0,14,15,0.882352941,0,1,,258.3221,0.146831,355.8966,1.7416,0.4771,3.5785,0.124286,0.9543
PCS,2/24/2024 11:24,1,sup,Woody,PSG Talon,Bard,1907,1,0,1,13,13,0.928571429,0,0,1,174.022,0.0623169,464.5202,2.6114,0.4405,4.3419,0.0961289,0.6293
LPL,2/24/2024 12:24,2,sup,ON,Bilibili Gaming,Lux,2770,0,1,4,7,2,0.727272727,0,,,242.2527,0.116121,426.2383,1.6895,0.4549,3.2924,0.115519,1.3213
PCS,2/24/2024 12:24,2,sup,Woody,PSG Talon,Rakan,1897,1,0,2,15,7.5,1,0,0,0,145.0817,0.0523684,327.5804,3.1945,0.6642,5.2504,0.111641,1.3917
VCS,2/24/2024 12:25,1,sup,Kairi,Vikings Esports,Bard,2797,0,1,2,12,6.5,0.764705882,0,0,1,130.2109,0.0507623,517.2828,2.66,0.6006,4.7622,0.0915676,0.9439
VCS,2/24/2024 13:30,2,sup,Kairi,Vikings Esports,Pyke,1928,0,1,2,5,3,0.666666667,0,1,0,128.6203,0.0553658,255.4668,2.583,0.9336,5.166,0.0963442,1.3382
LPL,2/24/2024 13:32,3,sup,ON,Bilibili Gaming,Nautilus,2278,1,1,4,12,3.25,0.565217391,0,1,,171.3608,0.0659858,396.1896,1.9491,0.6058,4.0299,0.0893115,1.0536
CBLOL,2/24/2024 16:15,1,sup,Kuri,paiN Gaming,Nautilus,2260,0,0,5,8,1.6,0.727272727,0,0,1,106.8319,0.0496747,348.4779,2.4159,0.2389,3.6637,0.0819655,1.1416
LCK,2/25/2024 6:07,1,sup,Kellin,Dplus KIA,Rakan,1550,1,0,0,20,20,0.909090909,0,1,0,200.8645,0.0682377,473.2645,2.4,0.5806,4.529,0.103495,1.2387
LCK,2/25/2024 8:08,2,sup,Kellin,Dplus KIA,Nami,2299,0,0,2,2,1,0.666666667,0,0,0,202.3923,0.101891,210.2218,1.8008,0.261,3.0796,0.0849215,0.6525
LJL,2/25/2024 9:19,1,sup,Vsta,Fukuoka SoftBank HAWKS gaming,Nautilus,1806,1,0,4,13,3.25,0.684210526,0,1,0,202.392,0.057939,610.598,1.6279,0.3654,3.7209,0.0944084,0.9967
LPL,2/25/2024 9:40,1,sup,Crisp,Weibo Gaming,Ashe,1435,1,0,0,8,8,0.8,0,1,,505.2544,0.211379,321.7003,2.1742,0.9199,4.8502,0.141692,1.5052
VCS,2/25/2024 10:06,1,sup,Elio,GAM Esports,Tahm Kench,2454,1,1,0,6,7,0.583333333,0,0,0,107.2616,0.0593231,434.5232,0.5868,0.22,1.4181,0.151538,5.2567
LJL,2/25/2024 10:12,2,sup,Vsta,Fukuoka SoftBank HAWKS gaming,Nautilus,1529,1,0,2,10,5,0.454545455,0,0,0,169.1694,0.0567887,344.0288,1.6874,0.3924,3.2963,0.0934564,1.3342
LPL,2/25/2024 10:23,2,sup,Crisp,Weibo Gaming,Milio,1708,0,1,1,8,9,0.9,0,,,159.5199,0.0631048,298.2787,1.7213,0.3162,2.9859,0.11472,1.1944
LJL,2/25/2024 11:03,3,sup,Vsta,Fukuoka SoftBank HAWKS gaming,Maokai,1577,1,2,3,17,6.333333333,0.791666667,0,0,0,377.045,0.126739,922.5999,0.2283,0.2283,0.7229,0.162122,5.9734
VCS,2/25/2024 11:06,2,sup,Elio,GAM Esports,Maokai,1608,1,3,1,15,18,0.692307692,0,0,0,351.4925,0.115089,457.6493,1.6791,0.4478,3.4701,0.118185,1.3433
LPL,2/25/2024 11:11,3,sup,Crisp,Weibo Gaming,Rakan,1665,0,1,4,4,1.25,1,0,,,202.5946,0.0911656,637.5495,2.1261,0.4685,3.7477,0.106795,0.7568
LPL,2/25/2024 11:21,1,sup,Hang,LNG Esports,Milio,2697,1,1,1,13,14,1,0,,,100.4227,0.0362485,327.7642,1.7798,0.3115,3.4038,0.101891,0.8231
LCK,2/25/2024 11:29,3,sup,Kellin,Dplus KIA,Tahm Kench,2253,1,1,1,14,15,0.833333333,0,1,0,345.4594,0.128445,902.237,0.4261,0.1864,1.2517,0.157285,5.4328
LPL,2/25/2024 12:28,2,sup,Hang,LNG Esports,Renata Glasc,1743,0,1,1,4,5,0.555555556,0,,,172.2892,0.0770953,391.8761,2.1687,0.2065,3.4079,0.10578,1.1704
LPL,2/25/2024 13:18,3,sup,Hang,LNG Esports,Tahm Kench,1646,0,1,2,4,2.5,0.5,0,,,292.9648,0.128173,929.8177,0.5103,0.4739,1.5674,0.217444,7.6549
CBLOL,2/25/2024 19:54,1,sup,Kuri,paiN Gaming,Nautilus,2545,1,0,4,9,2.25,0.5625,0,0,0,163.5442,0.0752884,532.7387,2.4519,0.3301,3.725,0.0790157,0.8723
LPL,2/26/2024 9:16,1,sup,Meiko,Top Esports,Tahm Kench,1792,1,1,2,16,8.5,0.894736842,0,,,320.4911,0.112724,749.3304,0.4018,0.067,0.5692,0.151535,5.9598
LPL,2/26/2024 10:08,2,sup,Meiko,Top Esports,Ashe,1774,0,0,6,2,0.333333333,0.285714286,0,,1,335.1747,0.133448,420.1691,1.8264,0.3044,3.2131,0.0864576,0.9132
LPL,2/26/2024 10:56,3,sup,Meiko,Top Esports,Renata Glasc,1757,0,0,1,4,4,0.4,0,,,139.8406,0.0747221,369.5959,2.0148,0.922,3.7223,0.101719,1.4684
LPL,2/27/2024 9:16,1,sup,ON,Bilibili Gaming,Renata Glasc,2122,1,1,1,9,10,0.714285714,0,,1,126.984,0.0654691,375.9755,2.771,0.5372,4.6371,0.106846,1.1593
LPL,2/27/2024 10:12,2,sup,ON,Bilibili Gaming,Ezreal,2195,1,2,3,16,6,0.666666667,0,,,712.0729,0.18776,719.0706,1.4487,0.6287,3.3349,0.124466,1.5854
LLA,2/27/2024 23:56,1,sup,Lyonz,Movistar R7,Nautilus,1964,1,3,1,9,12,0.75,0,0,0,345.6415,0.111735,593.7067,0.6415,0.3971,1.222,0.183264,7.6375
LLA,2/28/2024 0:52,2,sup,Lyonz,Movistar R7,Alistar,1801,1,4,5,18,4.4,0.916666667,0,1,0,266.0855,0.0965687,622.1544,1.799,0.2332,3.3315,0.127311,0.9661
LCK,2/28/2024 8:08,1,sup,Lehends,Gen.G,Nautilus,1960,1,0,0,8,8,0.571428571,0,1,0,127.8367,0.0573855,287.3571,1.9898,0.2449,3.398,0.092972,1.1633
LCK,2/28/2024 9:02,2,sup,Lehends,Gen.G,Nautilus,1939,1,2,2,9,5.5,0.523809524,0,0,0,197.4523,0.0725534,329.6441,2.5064,0.557,3.9917,0.109255,1.1449
LCK,2/28/2024 10:41,1,sup,Keria,T1,Tahm Kench,1801,1,2,0,6,8,0.615384615,0,0,0,227.94,0.0979906,438.4897,0.5997,0.0999,1.0661,0.188776,8.4953
LPL,2/28/2024 11:17,1,sup,Hang,LNG Esports,Renata Glasc,1973,1,1,1,14,15,0.833333333,0,1,,270.3497,0.104008,394.3943,2.8282,0.6994,5.2306,0.119435,1.4901
LPL,2/28/2024 12:12,2,sup,Hang,LNG Esports,Heimerdinger,1996,1,0,3,3,1,0.272727273,0,,,223.3467,0.13566,339.7996,1.3527,0.3908,3.0361,0.0901402,1.2325
LCK,2/28/2024 14:09,2,sup,Keria,T1,Hwei,1501,1,1,2,10,5.5,0.611111111,0,0,1,649.1272,0.191876,492.3118,1.2791,0.4797,3.0779,0.112471,1.519
LCK,2/29/2024 6:15,1,sup,Kellin,Dplus KIA,Renata Glasc,1695,1,2,0,8,10,0.909090909,1,0,0,142.4779,0.0859143,284.6372,2.5133,0.3894,4.1062,0.107075,0.8142
LCK,2/29/2024 7:05,2,sup,Kellin,Dplus KIA,Nami,1979,1,1,0,10,11,0.916666667,1,0,0,237.908,0.0957757,263.7089,1.6069,0.2122,2.9106,0.113136,0.576
VCS,2/29/2024 10:06,1,sup,Kairi,Vikings Esports,Nautilus,2217,1,2,3,11,4.333333333,0.8125,0,0,1,158.7009,0.0579452,449.1746,1.6238,0.5954,3.3288,0.113196,1.1637
VCS,2/29/2024 11:01,2,sup,Kairi,Vikings Esports,Nautilus,2201,1,0,5,19,3.8,0.678571429,0,1,0,192.6215,0.0636944,540.4362,1.5811,0.4634,3.5438,0.0936654,1.0086
LPL,2/29/2024 12:07,1,sup,Crisp,Weibo Gaming,Renata Glasc,1958,1,0,1,5,5,0.714285714,0,1,,138.0797,0.061297,394.1062,2.8498,0.8887,5.6691,0.122955,1.2564
VCS,2/29/2024 12:09,1,sup,Elio,GAM Esports,Tahm Kench,1921,0,0,6,3,0.5,0.428571429,0,0,0,200.6767,0.0851253,703.0088,1.6242,0.3123,2.9672,0.0883618,1.0619
LPL,2/29/2024 12:59,2,sup,Crisp,Weibo Gaming,Nautilus,1731,0,0,4,3,0.75,1,0,1,,85.0607,0.0671404,558.9255,1.3172,0.3813,2.8076,0.0944103,1.0745
VCS,2/29/2024 12:59,2,sup,Elio,GAM Esports,Maokai,1766,1,1,2,15,8,0.8,0,0,0,278.3239,0.0908819,595.1416,1.8007,0.5436,4.111,0.112495,1.2231
LPL,2/29/2024 13:46,3,sup,Crisp,Weibo Gaming,Renata Glasc,2135,0,4,5,5,1.8,0.75,0,,,296.7681,0.119616,777.1897,2.8384,0.6183,4.3841,0.133842,1.096
VCS,2/29/2024 14:00,3,sup,Elio,GAM Esports,Ashe,2596,0,1,5,3,0.8,0.666666667,0,0,0,654.0832,0.220625,499.0678,2.681,0.8089,5.0847,0.13322,2.1263
LCK,3/1/2024 6:13,1,sup,Delight,Hanwha Life Esports,Tahm Kench,2162,0,1,5,8,1.8,0.642857143,0,0,1,112.1184,0.0510552,566.5865,1.6096,0.3885,3.1637,0.105,1.3321
LCK,3/1/2024 7:10,2,sup,Delight,Hanwha Life Esports,Rakan,2472,1,0,2,7,3.5,0.583333333,0,0,1,87.6942,0.0537905,500,1.8689,0.6068,4.1748,0.100701,1.4078
LPL,3/1/2024 7:17,1,sup,ON,Bilibili Gaming,Rakan,1802,1,3,1,14,17,0.80952381,0,,,256.6815,0.0868832,518.6238,2.5971,0.7325,5.0943,0.120569,1.232
LPL,3/1/2024 8:09,2,sup,ON,Bilibili Gaming,Maokai,2739,1,2,4,15,4.25,0.739130435,0,1,,385.3012,0.11055,678.8609,1.9715,0.7229,3.4173,0.110016,1.3582
LCK,3/1/2024 8:13,3,sup,Delight,Hanwha Life Esports,Tahm Kench,1714,1,1,1,9,10,0.833333333,0,0,0,195.4726,0.089427,353.0338,1.5403,0.175,2.8005,0.111531,1.0152
LCK,3/1/2024 9:29,1,sup,Lehends,Gen.G,Alistar,1760,1,0,0,11,11,0.916666667,0,1,0,156.3068,0.0926787,430.9091,2.1136,0.2727,3.4432,0.0998883,1.2273
LPL,3/1/2024 9:46,1,sup,Meiko,Top Esports,Milio,1865,1,1,1,11,12,0.857142857,0,1,,141.4906,0.0483088,370.6488,1.5121,0.3861,2.8311,0.106794,1.0295
LCK,3/1/2024 10:20,2,sup,Lehends,Gen.G,Nautilus,2125,1,1,2,11,6,0.631578947,0,0,0,143.2659,0.0571377,473.4494,2.1176,0.2541,3.4165,0.0954706,1.0165
LPL,3/1/2024 10:37,2,sup,Meiko,Top Esports,Milio,1585,0,0,3,3,1,1,0,,,100.8454,0.0738831,392.858,1.6278,0.265,2.877,0.0931527,0.9464
LPL,3/1/2024 11:25,3,sup,Meiko,Top Esports,Rakan,1495,1,1,0,16,17,0.772727273,0,1,,255.3712,0.0669724,501.9532,1.8462,0.2809,3.612,0.11706,1.0033
PCS,3/1/2024 11:41,1,sup,Woody,PSG Talon,Braum,1584,1,0,0,21,21,0.84,0,1,0,208.4091,0.0664124,483.1439,1.4394,0.303,3.1061,0.119086,0.9091
PCS,3/1/2024 12:32,2,sup,Woody,PSG Talon,Bard,2271,0,2,2,6,4,1,0,0,0,194.1083,0.0673252,589.6962,3.4082,0.9775,5.5746,0.119172,1.3738
PCS,3/1/2024 13:33,3,sup,Woody,PSG Talon,Nautilus,1764,1,0,1,12,12,0.666666667,0,0,0,194.4558,0.0593573,565.2721,1.8027,0.4762,3.6395,0.100254,1.2925
LCK,3/2/2024 7:23,1,sup,Keria,T1,Tahm Kench,1809,1,6,1,11,17,0.772727273,0,0,0,377.2803,0.122918,945.6716,0.6302,0.199,1.4594,0.186356,6.9652
LCK,3/2/2024 8:13,2,sup,Keria,T1,Nami,1857,1,1,2,17,9,0.782608696,0,1,0,284.685,0.11107,397.0275,1.8094,0.1939,3.0695,0.102862,1.0662
LPL,3/2/2024 9:17,1,sup,Hang,LNG Esports,Rakan,1459,1,0,1,18,18,0.818181818,0,1,,193.1186,0.0624202,496.3674,2.3852,0.6169,4.647,0.109068,1.2337
VCS,3/2/2024 10:04,1,sup,Kairi,Vikings Esports,Ashe,1719,1,0,1,10,10,0.833333333,0,0,0,399.4066,0.150969,274.4852,1.7452,0.5236,3.7696,0.0994772,1.1169
LPL,3/2/2024 10:06,2,sup,Hang,LNG Esports,Milio,1899,0,0,3,6,2,0.857142857,0,,,125.5292,0.0497829,493.9968,1.8009,0.4423,2.97,0.0854999,1.0427
VCS,3/2/2024 10:52,2,sup,Kairi,Vikings Esports,Maokai,1729,1,0,3,9,3,0.529411765,0,1,0,289.6935,0.108808,373.1174,1.3187,0.3817,3.1232,0.0838709,0.9023
LPL,3/2/2024 10:59,3,sup,Hang,LNG Esports,Nautilus,1853,1,1,2,12,6.5,0.8125,0,,,219.5359,0.0859239,527.9223,0.8419,0.1619,1.2304,0.154703,5.8284
VCS,3/2/2024 11:55,1,sup,Elio,GAM Esports,Maokai,1992,1,0,4,2,0.5,0.25,0,0,0,330,0.154156,808.0723,0.4217,0.1205,1.0843,0.141273,5.8434
VCS,3/2/2024 12:47,2,sup,Elio,GAM Esports,Rakan,2173,0,0,4,13,3.25,0.722222222,0,0,0,172.2688,0.0749474,474.4777,2.4022,0.7455,4.0589,0.0910109,1.3254
VCS,3/2/2024 13:52,3,sup,Elio,GAM Esports,Maokai,1862,1,0,3,10,3.333333333,0.526315789,0,0,0,256.0795,0.0915416,537.5188,1.6112,0.6122,3.2223,0.0989777,1.3534
CBLOL,3/2/2024 17:10,1,sup,Kuri,paiN Gaming,Tahm Kench,1745,0,0,2,3,1.5,0.3,0,0,0,182.063,0.0858004,653.0888,0.4814,0.1375,0.9284,0.14846,6.0516
LCS,3/2/2024 22:06,1,sup,Busio,FlyQuest,Ashe,1782,0,1,3,2,1,0.75,0,0,0,399.0909,0.176597,320.9764,2.2896,0.5724,4.3098,0.128166,1.5488
LCS,3/2/2024 22:59,1,sup,CoreJJ,Team Liquid,Rell,2608,0,0,5,11,2.2,0.785714286,0,1,0,160.4908,0.0566183,665.4294,1.7945,0.5291,3.704,0.0862731,0.9202
LCS,3/3/2024 0:02,1,sup,Eyla,100 Thieves,Tahm Kench,2023,1,0,1,16,16,0.8,0,0,0,252.1602,0.0831849,645.1112,0.6228,0.1186,1.2457,0.156986,6.347
LCK,3/3/2024 4:14,1,sup,Kellin,Dplus KIA,Nami,3285,1,2,2,11,6.5,0.928571429,0,1,0,222.8858,0.0934029,258.5571,1.79,0.4018,3.5799,0.100022,0.8219
LCK,3/3/2024 5:31,2,sup,Kellin,Dplus KIA,Tahm Kench,1876,0,0,6,7,1.166666667,0.7,0,0,1,130.2026,0.0623621,589.6695,1.791,0.4158,2.6866,0.0824233,0.8635
LCK,3/3/2024 6:24,3,sup,Kellin,Dplus KIA,Lulu,3100,1,1,1,13,14,0.875,1,0,0,170.3226,0.0857783,336.5806,2.071,0.3484,3.7742,0.0926654,0.5032
LPL,3/3/2024 7:16,1,sup,Crisp,Weibo Gaming,Renata Glasc,2731,0,1,3,8,3,0.692307692,0,,,159.6778,0.0718171,543.5811,2.5705,0.4394,4.0205,0.0920392,0.9447
LCK,3/3/2024 8:03,1,sup,Delight,Hanwha Life Esports,Rell,1836,1,0,1,12,12,0.8,0,0,0,109.5425,0.0446445,348.0065,1.7647,0.2614,3.2353,0.101479,1.0784
LPL,3/3/2024 8:21,2,sup,Crisp,Weibo Gaming,Nami,1999,0,0,6,9,1.5,0.818181818,0,,,154.9075,0.0627291,492.8164,1.4107,0.1201,2.4012,0.0956383,0.5703
LCK,3/3/2024 8:54,2,sup,Delight,Hanwha Life Esports,Alistar,1836,1,1,0,11,12,0.666666667,0,0,0,124.6405,0.0437325,420.1961,1.6013,0.3268,3.2353,0.107487,1.4052
LJL,3/3/2024 9:15,1,sup,Vsta,Fukuoka SoftBank HAWKS gaming,Nautilus,1885,1,2,0,11,13,0.866666667,0,0,0,282.6525,0.104972,543.4058,0.3183,0.0955,0.7958,0.18972,6.9072
LJL,3/3/2024 10:09,2,sup,Vsta,Fukuoka SoftBank HAWKS gaming,Nautilus,1824,1,0,0,10,10,0.714285714,0,1,0,227.7303,0.0971472,377.6974,0.4276,0.0987,0.9868,0.165539,7.1053
LJL,3/3/2024 11:05,3,sup,Vsta,Fukuoka SoftBank HAWKS gaming,Pyke,2029,1,4,4,12,4,0.571428571,0,1,0,336.2543,0.125941,683.0655,2.3953,1.0941,4.347,0.142316,1.5968
PCS,3/3/2024 12:30,1,sup,Woody,PSG Talon,Nautilus,1652,1,0,0,12,12,0.857142857,0,1,0,182.4697,0.0721238,273.3414,1.8886,0.2179,3.2324,0.0949016,0.9806
PCS,3/3/2024 13:20,2,sup,Woody,PSG Talon,Lulu,1927,0,0,1,2,2,0.333333333,0,0,0,128.5314,0.0665281,336.4297,1.4323,0.218,2.3664,0.0886785,1.1209
PCS,3/3/2024 14:17,3,sup,Woody,PSG Talon,Rell,2109,1,3,4,8,2.75,0.611111111,1,0,0,178.5775,0.0702039,460.4267,2.1622,0.7681,4.3528,0.112836,1.2518
CBLOL,3/3/2024 19:43,1,sup,Kuri,paiN Gaming,Lulu,1770,1,0,0,10,10,0.555555556,0,0,0,126.8475,0.0577969,175.1186,1.7288,0.5085,3.661,0.106426,1.2881
LCS,3/3/2024 22:13,1,sup,Busio,FlyQuest,Ashe,1821,1,2,1,14,16,0.727272727,0,0,0,370.5437,0.12463,219.9012,2.2735,0.7578,4.3493,0.118569,1.5486
LCS,3/3/2024 22:13,1,sup,Eyla,100 Thieves,Nautilus,1821,0,1,4,6,1.75,0.777777778,0,1,0,127.9077,0.0696398,501.8451,1.1532,0.2306,1.911,0.101822,1.0544
LCS,3/4/2024 0:06,1,sup,CoreJJ,Team Liquid,Tahm Kench,2622,0,1,2,10,5.5,0.733333333,0,0,0,186.4073,0.100394,803.4783,0.3432,0.3204,1.4645,0.158378,4.8055
LPL,3/4/2024 9:15,1,sup,Meiko,Top Esports,Nautilus,1950,1,1,1,12,13,0.866666667,0,,,120.4,0.0558349,317.8769,1.6,0.5538,3.2308,0.107103,1.2923
LPL,3/4/2024 10:07,2,sup,Meiko,Top Esports,Alistar,1617,1,1,2,13,7,1,0,,1,129.4991,0.0555512,420.4824,1.7069,0.2968,3.1169,0.102199,1.1132
LPL,3/4/2024 11:17,1,sup,ON,Bilibili Gaming,Nautilus,2219,1,0,6,16,2.666666667,0.761904762,0,,,225.3177,0.0760343,597.5124,2.082,0.8112,4.0829,0.0913582,1.1897
LPL,3/4/2024 12:14,2,sup,ON,Bilibili Gaming,Alistar,2103,1,0,4,15,3.75,0.882352941,0,1,,116.2625,0.0409615,651.8402,2.0542,0.3138,3.3666,0.0974373,0.7133
LCK,3/6/2024 8:29,1,sup,Lehends,Gen.G,Nami,1804,1,0,1,8,8,0.666666667,0,0,0,251.2084,0.0895351,308.2816,1.5299,0.4989,3.2262,0.107275,1.1641
LCK,3/6/2024 8:29,1,sup,Delight,Hanwha Life Esports,Lulu,1804,0,0,2,3,1.5,0.75,0,1,0,182.7605,0.0992863,265.9424,1.663,0.2328,2.9268,0.0894344,1.031
LCK,3/6/2024 9:20,2,sup,Lehends,Gen.G,Alistar,1687,1,0,3,9,3,0.692307692,0,0,0,122.9876,0.0501239,580.6165,1.5293,0.2134,2.6319,0.0977809,0.9603
LCK,3/6/2024 9:20,2,sup,Delight,Hanwha Life Esports,Rakan,1687,0,2,2,8,5,1,0,0,0,181.3515,0.101116,511.6538,2.6675,0.4268,4.3746,0.130205,1.067
LLA,3/6/2024 22:06,1,sup,Lyonz,Movistar R7,Tahm Kench,2451,1,0,3,14,4.666666667,0.7,0,0,0,207.1481,0.0596634,945.6304,0.5386,0.0734,0.9058,0.138163,5.7772
LLA,3/6/2024 23:08,2,sup,Lyonz,Movistar R7,Rell,1698,1,1,1,15,16,0.842105263,0,1,0,135.5477,0.0487315,387.4558,1.8021,0.318,3.2862,0.108249,1.2367
LLA,3/6/2024 23:57,3,sup,Lyonz,Movistar R7,Milio,1988,1,2,1,16,18,0.75,0,0,0,141.3984,0.0472112,317.0221,1.6298,0.4225,3.2294,0.115327,1.2374
LCK,3/7/2024 5:14,1,sup,Keria,T1,Kalista,1749,1,9,3,8,5.666666667,0.68,1,0,0,502.6415,0.158294,516.4322,2.5729,0.6518,4.4254,0.165816,2.0926
LCK,3/7/2024 6:03,2,sup,Keria,T1,Tahm Kench,1502,1,4,2,18,11,0.647058824,0,0,0,519.4674,0.116626,992.6764,0.5593,0.0399,1.2783,0.166639,5.9121
VCS,3/7/2024 10:07,1,sup,Elio,GAM Esports,Maokai,2186,1,0,3,11,3.666666667,0.44,0,0,0,231.903,0.0813225,560.2013,1.839,0.4666,3.376,0.0914048,1.2626
VCS,3/7/2024 10:07,1,sup,Kairi,Vikings Esports,Nautilus,2186,0,1,6,4,0.833333333,0.5,0,0,0,216.1757,0.0848844,732.516,0.247,0.2196,0.7685,0.159754,6.258
VCS,3/7/2024 11:03,2,sup,Elio,GAM Esports,Nautilus,2212,1,0,1,8,8,0.470588235,0,0,0,145.8499,0.0572423,289.4756,1.953,0.5425,3.4177,0.0864065,1.2749
VCS,3/7/2024 11:03,2,sup,Kairi,Vikings Esports,Rakan,2212,0,0,3,3,1,0.5,0,0,0,77.821,0.0368752,447.6401,2.8481,0.7595,5.208,0.08581,1.4647
LPL,3/7/2024 11:18,1,sup,Crisp,Weibo Gaming,Rakan,2508,1,1,5,13,2.8,0.666666667,0,,1,111.7225,0.0474805,453.2775,2.9904,0.5024,5,0.102251,0.9091
LPL,3/7/2024 12:22,2,sup,Crisp,Weibo Gaming,Bard,1990,1,0,1,13,13,0.866666667,0,,,147.1357,0.0769675,195.3769,2.9849,0.9347,4.8543,0.0858149,1.1156
LCK,3/8/2024 5:14,1,sup,Delight,Hanwha Life Esports,Rell,1535,1,0,5,11,2.2,0.55,0,0,0,150.4495,0.0532793,541.1336,1.6417,0.3518,3.127,0.0934413,1.2899
LCK,3/8/2024 6:01,2,sup,Delight,Hanwha Life Esports,Alistar,1589,1,1,3,12,4.333333333,0.764705882,0,0,0,101.5733,0.0424197,558.8798,1.6237,0.2266,2.9075,0.111112,1.0195
LPL,3/8/2024 7:18,1,sup,Hang,LNG Esports,Rakan,1874,0,1,6,6,1.166666667,0.777777778,0,,,131.0459,0.0603431,596.318,2.6894,0.6724,4.3863,0.0982233,1.2487
LCK,3/8/2024 7:35,1,sup,Kellin,Dplus KIA,Nami,2434,1,0,3,15,5,0.833333333,0,0,0,218.8003,0.0752159,376.023,1.8735,0.2712,3.4265,0.0866289,0.4684
LPL,3/8/2024 8:11,2,sup,Hang,LNG Esports,Rakan,1937,1,0,2,15,7.5,0.833333333,0,1,,189.2617,0.0850552,464.8529,2.602,0.6195,4.3986,0.106833,1.239
LCK,3/8/2024 8:38,2,sup,Kellin,Dplus KIA,Renata Glasc,1982,1,0,0,10,10,0.769230769,0,0,0,224.8335,0.0733944,409.7679,2.664,0.4541,4.3592,0.100164,0.8476
LPL,3/8/2024 9:06,3,sup,Hang,LNG Esports,Nautilus,1773,0,0,1,3,3,0.6,0,,,90.7276,0.0508146,225.0085,1.4213,0.4399,3.2487,0.0853971,1.286
LPL,3/8/2024 9:17,1,sup,ON,Bilibili Gaming,Blitzcrank,1706,1,2,3,18,6.666666667,0.833333333,1,,,177.3271,0.0789332,482.0399,1.9695,0.5979,3.8335,0.113603,1.2309
LPL,3/8/2024 10:04,2,sup,ON,Bilibili Gaming,Rakan,1533,1,0,3,12,4,0.52173913,0,,,160.5088,0.0460979,486.0665,2.4658,0.6654,4.6575,0.0945899,1.2916
LPL,3/8/2024 11:22,1,sup,Meiko,Top Esports,Nautilus,1475,1,0,0,8,8,0.615384615,0,,,209.6542,0.0937546,394.5356,0.4881,0.2847,1.1797,0.167735,8.1763
LPL,3/8/2024 12:04,2,sup,Meiko,Top Esports,Nautilus,1620,1,2,3,13,5,0.789473684,1,,,198.8519,0.0695562,414.0741,1.4444,0.4815,3.2222,0.111573,1.1481
LCS,3/8/2024 21:52,1,sup,CoreJJ,Team Liquid,Nautilus,1852,1,0,0,12,12,0.666666667,0,0,0,126.2527,0.0583846,185.7019,1.9438,0.7451,4.0821,0.0872173,1.4579
LCS,3/8/2024 21:52,1,sup,Busio,FlyQuest,Rakan,1852,0,1,4,2,0.75,0.75,0,0,0,100.7559,0.0543203,342.0194,3.0778,0.486,5.1188,0.0976931,0.8747
LCS,3/8/2024 22:42,1,sup,Eyla,100 Thieves,Rell,1694,1,1,2,16,8.5,0.944444444,0,0,0,135.4427,0.0552202,351.039,1.8064,0.5313,3.4357,0.115755,1.2751
